code,year,d_alcohol_use_disorders,d_neonatal_disorders,d_conflict_and_terrorism,d_diarrheal_diseases,d_environmental_heat_and_cold_exposure
LTU,1997,889,142,2,9,252
LTU,1998,748,124,0,8,244
LTU,1999,622,110,0,7,259
LTU,2000,562,96,0,6,219
LTU,2001,559,85,0,6,337
LTU,2002,542,79,0,6,285
LTU,2003,538,77,0,6,300
LTU,2004,539,75,0,5,326
LTU,2005,551,73,0,5,380
LTU,2006,558,72,0,5,416
LTU,2007,552,70,0,6,441
LTU,2008,517,66,1,6,404
LTU,2009,463,61,0,6,349
LTU,2010,435,57,0,7,420
LTU,2011,410,52,0,8,322
LTU,2012,385,44,0,9,351
LTU,2013,367,41,0,10,295
LTU,2014,348,42,0,11,264
LTU,2015,336,43,0,14,250
LTU,2016,322,40,0,16,245
LTU,2017,308,32,0,17,213
LTU,2018,314,31,0,15,211
LTU,2019,317,29,0,14,200
LUX,1990,18,16,0,4,1
LUX,1991,18,16,0,4,1
LUX,1992,18,15,0,5,1
LUX,1993,19,14,1,5,1
LUX,1994,19,13,0,5,1
LUX,1995,19,12,0,5,1
LUX,1996,20,12,0,5,1
LUX,1997,20,11,0,5,1
LUX,1998,21,12,0,6,1
LUX,1999,21,11,0,6,1
LUX,2000,22,11,0,7,1
LUX,2001,22,11,0,7,1
LUX,2002,22,10,0,8,1
LUX,2003,22,9,0,9,1
LUX,2004,22,8,0,10,1
LUX,2005,22,7,0,11,1
LUX,2006,22,7,0,12,1
LUX,2007,22,6,0,13,1
LUX,2008,22,6,0,14,1
LUX,2009,22,6,0,14,1
LUX,2010,23,6,0,15,1
LUX,2011,23,6,0,15,1
LUX,2012,24,6,0,15,1
LUX,2013,24,7,0,15,1
LUX,2014,25,7,0,15,1
LUX,2015,25,7,0,15,1
LUX,2016,26,7,0,16,1
LUX,2017,26,7,0,16,1
LUX,2018,27,6,0,16,1
LUX,2019,28,6,0,17,1
MDG,1990,81,11756,0,22134,119
MDG,1991,82,11818,4,22018,119
MDG,1992,82,11885,16,21793,120
MDG,1993,85,11939,0,21642,122
MDG,1994,84,11985,0,21447,121
MDG,1995,86,12010,4,20939,110
MDG,1996,89,12146,1,20913,112
MDG,1997,91,12321,0,20801,113
