code,year,d_alcohol_use_disorders,d_neonatal_disorders,d_conflict_and_terrorism,d_diarrheal_diseases,d_environmental_heat_and_cold_exposure
SRB,2016,379,234,0,43,52
SRB,2017,378,206,0,43,57
SRB,2018,376,188,8,42,51
SRB,2019,376,172,0,41,50
SYC,1990,0,17,0,6,0
SYC,1991,0,16,0,6,0
SYC,1992,0,15,0,6,0
SYC,1993,0,14,0,6,0
SYC,1994,1,13,0,6,0
SYC,1995,1,12,0,6,0
SYC,1996,1,11,0,6,0
SYC,1997,1,11,0,6,0
SYC,1998,1,10,0,6,0
SYC,1999,1,10,0,5,0
SYC,2000,1,10,0,5,0
SYC,2001,1,11,0,5,0
SYC,2002,1,11,0,5,0
SYC,2003,1,11,0,5,0
SYC,2004,1,11,0,5,0
SYC,2005,1,10,0,5,0
SYC,2006,1,10,0,5,0
SYC,2007,1,10,0,6,0
SYC,2008,1,10,0,5,0
SYC,2009,1,10,0,5,0
SYC,2010,1,10,0,5,0
SYC,2011,1,10,0,5,0
SYC,2012,1,10,0,5,0
SYC,2013,1,10,0,5,0
SYC,2014,1,9,0,5,0
SYC,2015,1,9,0,5,0
SYC,2016,1,9,0,5,0
SYC,2017,1,8,0,5,0
SYC,2018,1,8,0,5,0
SYC,2019,1,8,0,5,0
SLE,1990,27,7383,0,7831,29
SLE,1991,26,7089,1344,7349,29
SLE,1992,26,7087,551,7134,30
SLE,1993,26,7193,640,6951,31
SLE,1994,25,7182,2300,7326,31
SLE,1995,25,7212,3194,7030,32
SLE,1996,25,7174,999,6540,33
SLE,1997,25,7006,1249,6455,33
SLE,1998,26,7076,5162,6592,34
SLE,1999,26,7372,4553,6580,36
SLE,2000,26,7737,1162,6710,37
SLE,2001,27,8027,91,6330,39
SLE,2002,28,8159,3,5994,40
SLE,2003,29,8191,5,5646,41
SLE,2004,30,8173,1,5529,42
SLE,2005,32,8131,0,5222,44
SLE,2006,33,8049,0,5063,45
SLE,2007,34,7933,4,4805,46
SLE,2008,34,7778,6,4607,46
SLE,2009,35,7663,0,4284,46
SLE,2010,36,7589,0,4264,48
SLE,2011,37,7535,0,4179,48
SLE,2012,39,7390,0,4394,49
SLE,2013,40,7218,3,4075,49
SLE,2014,42,7056,0,3959,50
SLE,2015,43,6959,0,3917,49
SLE,2016,44,6887,3,3889,49
SLE,2017,46,6827,0,3939,50
SLE,2018,48,6798,0,3837,50
SLE,2019,49,6765,0,3744,50
SGP,1990,6,128,0,35,2
SGP,1991,6,108,4,31,2
SGP,1992,6,100,0,29,2
SGP,1993,6,93,0,29,2
SGP,1994,6,87,1,28,2
SGP,1995,6,82,0,26,2
SGP,1996,7,82,0,24,2
SGP,1997,7,75,0,22,2
SGP,1998,7,67,0,22,2
SGP,1999,7,62,0,20,2
SGP,2000,7,54,0,18,2
SGP,2001,7,45,0,17,2
SGP,2002,8,43,0,16,2
SGP,2003,8,37,0,16,2
SGP,2004,8,36,0,16,2
SGP,2005,8,37,0,16,2
SGP,2006,8,39,0,17,2
SGP,2007,9,39,0,17,2
SGP,2008,10,41,0,18,2
SGP,2009,10,41,0,19,2
SGP,2010,10,40,0,21,2
SGP,2011,10,43,0,23,2
SGP,2012,11,42,0,24,2
SGP,2013,11,38,0,27,2
SGP,2014,12,36,0,29,2
SGP,2015,12,35,0,31,2
SGP,2016,12,35,0,33,2
SGP,2017,12,33,0,34,2
SGP,2018,13,31,0,35,2
SGP,2019,13,30,0,36,2
SVK,1990,214,512,0,18,113
SVK,1991,212,524,0,17,108
SVK,1992,209,477,0,17,104
SVK,1993,193,405,0,16,99
SVK,1994,170,364,0,15,94
SVK,1995,158,335,3,15,96
SVK,1996,143,306,1,14,97
SVK,1997,144,267,2,15,102
SVK,1998,139,255,1,15,107
SVK,1999,134,235,0,15,111
SVK,2000,130,217,0,15,115
SVK,2001,132,174,0,15,121
SVK,2002,138,180,0,15,129
SVK,2003,145,192,0,15,136
SVK,2004,147,187,0,16,137
SVK,2005,160,181,0,16,146
SVK,2006,169,168,0,16,143
SVK,2007,183,162,0,16,148
SVK,2008,193,164,0,16,150
SVK,2009,201,171,0,17,151
SVK,2010,208,163,0,17,208
SVK,2011,222,147,0,17,205
SVK,2012,235,146,0,18,145
SVK,2013,240,142,0,18,133
SVK,2014,247,148,0,18,128
SVK,2015,248,145,0,18,126
SVK,2016,231,143,0,18,118
SVK,2017,226,134,0,18,115
SVK,2018,221,125,0,18,112
SVK,2019,218,114,0,18,110
SVN,1990,100,91,0,4,38
SVN,1991,100,84,26,4,35
SVN,1992,103,76,1,4,33
SVN,1993,105,65,0,4,33
SVN,1994,112,58,1,3,30
SVN,1995,119,50,0,4,28
SVN,1996,123,46,0,4,26
SVN,1997,134,44,0,5,27
SVN,1998,138,43,0,5,27
SVN,1999,138,41,0,4,25
SVN,2000,142,40,0,4,23
SVN,2001,146,38,0,5,25
SVN,2002,141,36,0,5,23
SVN,2003,135,36,0,5,30
SVN,2004,131,36,0,4,25
SVN,2005,128,37,0,4,23
SVN,2006,129,34,0,4,23
SVN,2007,133,32,0,4,22
SVN,2008,143,31,0,4,21
SVN,2009,151,31,0,4,21
SVN,2010,163,31,0,5,21
SVN,2011,174,30,0,5,19
SVN,2012,187,26,0,5,18
SVN,2013,198,27,0,5,15
SVN,2014,202,23,0,5,18
SVN,2015,218,21,0,6,14
SVN,2016,211,21,0,5,14
SVN,2017,211,18,0,6,14
SVN,2018,210,17,0,6,14
SVN,2019,209,15,0,6,14
SLB,1990,5,144,0,310,2
SLB,1991,5,148,0,310,2
SLB,1992,5,151,0,308,2
SLB,1993,5,154,0,304,2
SLB,1994,5,157,0,300,2
SLB,1995,5,159,0,295,2
SLB,1996,6,161,0,291,2
SLB,1997,6,163,0,288,2
SLB,1998,6,166,0,295,3
SLB,1999,6,169,2,295,3
SLB,2000,7,171,0,296,3
SLB,2001,7,172,0,300,3
SLB,2002,8,173,1,305,3
SLB,2003,8,173,1,306,3
SLB,2004,8,172,0,303,3
SLB,2005,9,171,0,305,3
SLB,2006,9,167,0,305,3
SLB,2007,9,161,0,305,3
SLB,2008,9,154,0,292,3
SLB,2009,10,147,0,292,3
SLB,2010,10,143,0,287,3
SLB,2011,11,140,0,283,3
SLB,2012,11,136,0,274,3
SLB,2013,11,132,0,269,3
SLB,2014,12,128,0,264,3
SLB,2015,12,125,0,262,3
SLB,2016,12,121,0,254,3
SLB,2017,12,116,0,250,3
SLB,2018,13,113,0,244,3
SLB,2019,13,112,0,238,3
SOM,1990,61,9534,2656,11545,102
SOM,1991,62,9389,8461,11852,103
SOM,1992,64,9716,1252,12926,109
SOM,1993,65,10029,25,14143,116
SOM,1994,67,10332,315,16467,122
SOM,1995,69,10703,134,16478,129
SOM,1996,72,11064,466,16964,134
SOM,1997,75,11524,516,17682,140
SOM,1998,78,12053,206,18355,146
SOM,1999,80,12556,79,18660,150
SOM,2000,82,13035,29,19476,154
SOM,2001,84,13482,306,18976,157
SOM,2002,87,13979,168,18995,161
SOM,2003,90,14404,472,18837,165
SOM,2004,93,14770,1322,18616,168
SOM,2005,95,15117,301,18311,172
SOM,2006,97,15235,615,18028,174
SOM,2007,101,15917,2301,19342,183
SOM,2008,104,16383,2311,18397,192
SOM,2009,107,16739,1919,17754,197
SOM,2010,109,16951,3202,17195,201
SOM,2011,112,17203,2609,17408,205
SOM,2012,114,17505,3660,16190,209
SOM,2013,117,17839,2040,15901,213
SOM,2014,121,18188,1779,15507,217
SOM,2015,125,18532,1713,15350,221
SOM,2016,129,18931,2586,16127,228
SOM,2017,134,19174,4647,15933,233
SOM,2018,139,19562,3616,16154,241
SOM,2019,143,19725,1686,16718,249
ZAF,1990,469,20279,366,22526,437
ZAF,1991,494,20178,472,22355,449
ZAF,1992,538,20223,828,22328,467
ZAF,1993,525,20285,239,21915,452
ZAF,1994,565,20425,540,22105,466
ZAF,1995,589,20669,105,22162,479
ZAF,1996,619,21129,82,22414,515
ZAF,1997,721,21795,47,22901,537
ZAF,1998,747,22675,96,23251,568
ZAF,1999,715,23347,45,23015,561
ZAF,2000,720,24085,46,22908,580
ZAF,2001,667,24733,16,22370,573
ZAF,2002,644,25486,19,22252,587
ZAF,2003,626,26109,23,22148,605
ZAF,2004,599,26645,31,22102,605
ZAF,2005,578,27102,10,22045,599
ZAF,2006,577,27010,6,21844,597
ZAF,2007,553,26685,8,21289,590
ZAF,2008,547,26289,25,20665,546
ZAF,2009,548,24963,26,19806,526
ZAF,2010,552,23598,24,19101,503
ZAF,2011,544,22904,21,18146,468
ZAF,2012,549,22322,167,17355,449
ZAF,2013,565,21692,63,16656,438
ZAF,2014,592,21456,101,16047,435
ZAF,2015,605,20461,137,15147,427
ZAF,2016,588,19157,85,14279,421
ZAF,2017,586,18381,64,14003,410
ZAF,2018,578,17607,58,13678,417
ZAF,2019,582,17138,38,13500,421
WB,1990,14496,1252550,16178,1359473,11036
WB,1991,14803,1241381,16201,1372876,11445
WB,1992,14996,1238410,15101,1383476,11344
WB,1993,15366,1230695,8132,1340461,10913
WB,1994,15883,1221343,12055,1286940,11028
WB,1995,16127,1218027,13682,1256978,11503
WB,1996,16698,1206265,10578,1224526,11167
WB,1997,17712,1201647,12713,1217311,11442
WB,1998,18071,1195148,18918,1205137,14236
WB,1999,18514,1187348,10742,1185934,11651
WB,2000,18825,1180979,13581,1162136,11964
WB,2001,19077,1172329,14531,1132241,12136
WB,2002,19270,1170816,9513,1100812,14020
WB,2003,19253,1165539,5649,1068625,13663
WB,2004,19115,1158328,6844,1028202,11607
WB,2005,19626,1144007,6732,1014572,12091
WB,2006,20410,1125934,12876,1009064,11644
WB,2007,21256,1103003,15666,999141,11730
WB,2008,22139,1087491,23110,995125,11513
WB,2009,22110,1066875,28704,951325,11612
WB,2010,22562,1046841,30089,932872,11990
WB,2011,23178,1022923,16764,933672,12292
WB,2012,23197,1000113,19719,900120,12568
WB,2013,23276,985583,18136,874661,13131
WB,2014,22981,953986,25860,832626,12486
WB,2015,23676,924602,29607,806892,15662
WB,2016,24481,868233,32274,782109,12270
WB,2017,25143,826638,21845,785950,12290
WB,2018,25849,791322,30711,769894,12436
WB,2019,26505,761446,25941,753392,12234
KOR,1990,1071,2733,29,681,332
KOR,1991,1179,2487,28,632,291
KOR,1992,1276,2311,29,586,289
KOR,1993,1381,2133,15,547,290
KOR,1994,1485,1987,45,516,300
KOR,1995,1509,1834,26,491,304
KOR,1996,1523,1710,21,473,312
KOR,1997,1509,1582,42,461,315
KOR,1998,1490,1479,1,456,317
KOR,1999,1442,1396,0,450,318
KOR,2000,1364,1460,0,446,319
KOR,2001,1272,1532,0,444,316
KOR,2002,1198,1501,5,446,314
KOR,2003,1151,1429,2,449,316
KOR,2004,1107,1292,1,456,317
KOR,2005,1060,1136,0,470,317
KOR,2006,1016,1045,0,491,313
KOR,2007,980,983,1,515,311
KOR,2008,962,917,0,542,309
KOR,2009,948,856,1,574,312
KOR,2010,935,831,50,616,316
KOR,2011,922,802,0,662,316
KOR,2012,916,778,0,708,314
KOR,2013,917,747,1,743,305
KOR,2014,920,717,2,779,293
KOR,2015,924,672,0,818,286
KOR,2016,933,633,0,858,290
KOR,2017,955,600,0,906,289
KOR,2018,974,569,0,945,294
KOR,2019,997,541,0,991,301
SSD,1990,39,7940,0,6574,66
SSD,1991,40,8018,0,6586,67
SSD,1992,40,8111,0,6714,69
SSD,1993,40,8219,0,6830,71
SSD,1994,41,8319,0,6944,72
SSD,1995,42,8441,0,7168,78
SSD,1996,42,8564,0,7098,77
SSD,1997,41,8681,7000,6927,74
SSD,1998,41,8857,5000,6862,73
SSD,1999,41,9032,3000,6867,72
SSD,2000,41,9198,2000,6936,72
SSD,2001,40,9355,1000,6912,70
SSD,2002,40,9531,1000,6974,68
SSD,2003,41,9718,1000,7112,70
SSD,2004,42,9924,200,7329,71
SSD,2005,43,10156,90,7625,73
SSD,2006,44,10354,750,8964,76
SSD,2007,45,10554,450,8719,78
SSD,2008,45,10769,175,8532,79
SSD,2009,46,10929,2500,8462,80
SSD,2010,47,11099,800,8402,79
SSD,2011,48,11216,1276,8333,79
SSD,2012,49,11155,831,8316,80
SSD,2013,50,10865,3515,8342,81
SSD,2014,50,10462,3657,8344,80
SSD,2015,50,9663,1833,7930,78
SSD,2016,50,8835,1622,7538,74
SSD,2017,51,8595,1869,7227,73
SSD,2018,52,8780,1425,7074,74
SSD,2019,54,8935,470,6898,73
WHO,1990,15311,1193535,15508,1416704,10827
WHO,1991,15656,1172904,14482,1422650,10786
WHO,1992,15877,1160076,12908,1424622,11272
WHO,1993,16285,1145276,4576,1371504,10829
WHO,1994,16835,1128972,3822,1311138,10932
WHO,1995,17099,1116595,8374,1274727,11398
WHO,1996,17685,1097735,7545,1236837,11023
WHO,1997,18597,1085359,6960,1223458,11222
WHO,1998,18948,1074889,7750,1208333,14117
WHO,1999,19421,1057818,9273,1186931,11523
WHO,2000,19629,1037263,9371,1162236,11823
WHO,2001,19719,1016792,9660,1131873,11688
WHO,2002,19826,1004299,10068,1099574,13784
WHO,2003,19737,990060,5967,1065169,13335
WHO,2004,19522,974591,6922,1024214,11482
WHO,2005,19962,955788,5688,1011504,11843
WHO,2006,20706,929993,7929,1005520,11440
WHO,2007,21521,907132,6815,995409,11596
WHO,2008,22356,885611,12159,985507,11357
WHO,2009,22288,861373,13832,938665,11438
WHO,2010,22704,835755,11030,918703,11792
WHO,2011,23288,809250,3306,917447,12095
WHO,2012,23267,782655,2943,882835,12324
WHO,2013,23287,763539,1766,858311,12936
WHO,2014,22939,728695,2154,816523,12220
WHO,2015,23593,700784,1831,791663,14243
WHO,2016,24366,642912,2257,767606,12091
WHO,2017,24989,601962,3965,772020,12095
WHO,2018,25669,574563,2625,759575,12064
WHO,2019,26283,546219,1880,745072,12039
ESP,1990,339,1450,51,253,104
ESP,1991,338,1346,90,246,103
ESP,1992,333,1286,52,243,100
ESP,1993,333,1164,12,251,96
ESP,1994,335,1024,28,263,98
ESP,1995,335,934,31,279,172
ESP,1996,343,919,9,291,95
ESP,1997,346,861,17,305,88
ESP,1998,362,826,17,338,80
ESP,1999,396,824,5,375,69
ESP,2000,412,834,50,414,66
ESP,2001,433,827,53,452,67
ESP,2002,440,873,15,506,68
ESP,2003,453,904,20,564,239
ESP,2004,461,910,384,597,156
ESP,2005,456,908,18,636,109
ESP,2006,454,893,2,670,128
ESP,2007,443,921,2,723,72
ESP,2008,433,912,6,771,70
ESP,2009,430,864,6,815,67
ESP,2010,427,832,1,883,64
ESP,2011,424,797,1,945,60
ESP,2012,420,737,0,1016,59
ESP,2013,412,662,0,1053,56
ESP,2014,409,666,0,1103,55
ESP,2015,409,615,0,1183,59
ESP,2016,409,597,0,1205,58
ESP,2017,419,556,16,1191,58
ESP,2018,423,518,0,1206,68
ESP,2019,429,483,1,1213,59
LKA,1990,315,4366,6289,2870,58
LKA,1991,342,4029,7680,2641,63
LKA,1992,388,4083,5428,2494,71
LKA,1993,432,3515,2120,2276,79
LKA,1994,502,3633,869,2162,91
LKA,1995,580,3503,5991,2048,106
LKA,1996,662,3719,4924,1988,117
LKA,1997,775,3600,3388,1932,128
LKA,1998,806,2997,4510,1835,126
LKA,1999,840,2835,2156,1758,129
LKA,2000,865,2865,3018,1717,132
LKA,2001,823,2768,1357,1637,123
LKA,2002,777,2526,11,1562,117
LKA,2003,749,2460,53,1516,117
LKA,2004,679,2332,54,1480,114
LKA,2005,608,3304,223,1477,118
LKA,2006,531,2220,3088,1414,101
LKA,2007,482,1910,2963,1315,86
LKA,2008,452,1976,8799,1259,72
LKA,2009,397,2092,10614,1226,57
LKA,2010,374,2042,8485,1181,51
LKA,2011,369,1924,5,1143,53
LKA,2012,350,1823,1,1109,53
LKA,2013,319,1751,11,1082,52
LKA,2014,335,1668,3,1057,51
LKA,2015,346,1464,4,1034,50
LKA,2016,362,1342,2,1025,50
LKA,2017,374,1235,1,1027,49
LKA,2018,384,1146,18,1014,49
LKA,2019,398,1073,282,1019,49
WB,1990,4152,665409,82484,963003,4373
WB,1991,4255,674194,42845,986370,4456
WB,1992,4381,684713,13511,977338,4579
WB,1993,4437,696484,19849,975635,4629
WB,1994,4546,708888,530833,998022,4731
WB,1995,4644,721617,26605,990082,4823
WB,1996,4748,733995,56675,993655,4919
WB,1997,4910,746814,70382,990114,4987
WB,1998,5008,759488,75921,987242,5090
WB,1999,5036,770155,103421,976779,5142
WB,2000,5086,779876,86911,962291,5221
WB,2001,5090,789156,31926,946679,5260
WB,2002,5156,800134,39913,925109,5390
WB,2003,5249,811271,38644,899047,5390
WB,2004,5333,821623,33559,874966,5427
WB,2005,5405,833211,19353,857174,5459
WB,2006,5502,840186,9176,855534,5525
WB,2007,5575,846339,8510,839627,5578
WB,2008,5673,848987,13585,818435,5562
WB,2009,5812,849931,21047,801545,5589
WB,2010,5936,849821,10517,777990,5582
WB,2011,6085,849711,12650,753355,5554
WB,2012,6239,847436,13408,729731,5561
WB,2013,6411,843682,23227,712507,5605
WB,2014,6583,837132,30656,697015,5676
WB,2015,6717,827571,27938,678667,5710
WB,2016,6854,819527,17857,666953,5714
WB,2017,7022,805648,23420,657650,5691
WB,2018,7207,794189,19968,624398,5677
WB,2019,7394,782342,11293,599514,5659
SDN,1990,68,37707,5298,22765,70
SDN,1991,71,37727,3596,23351,70
SDN,1992,73,37597,3086,23833,70
SDN,1993,74,37077,2032,24249,70
SDN,1994,76,36535,827,24696,70
SDN,1995,77,35833,1400,24913,69
SDN,1996,78,35311,2390,25437,68
SDN,1997,79,34870,5026,24614,68
SDN,1998,79,34423,6071,25733,67
SDN,1999,80,33818,1756,24431,67
SDN,2000,79,33317,3354,23857,67
SDN,2001,79,32768,3771,23110,68
SDN,2002,79,32222,6409,22273,68
SDN,2003,79,31823,8258,21360,68
SDN,2004,80,31618,12666,20712,69
SDN,2005,81,31760,1897,21070,71
SDN,2006,81,31578,2548,21196,71
SDN,2007,82,31134,1631,19618,71
SDN,2008,84,30562,1999,18551,71
SDN,2009,85,29990,2059,17303,71
SDN,2010,86,29375,1504,15681,69
SDN,2011,87,28660,3656,13825,66
SDN,2012,89,27910,1886,12667,66
SDN,2013,90,27048,1465,11566,65
SDN,2014,91,26330,1743,11032,65
SDN,2015,92,25413,2305,10071,80
SDN,2016,94,24583,2344,9353,63
SDN,2017,96,23630,564,9388,62
SDN,2018,98,22466,1145,7614,60
SDN,2019,100,21418,101,6732,59
SUR,1990,6,226,0,89,0
SUR,1991,7,219,1,86,0
SUR,1992,7,212,0,82,0
SUR,1993,8,208,0,76,0
SUR,1994,8,206,0,72,0
SUR,1995,7,206,0,69,0
SUR,1996,7,209,0,67,0
SUR,1997,8,211,0,64,0
SUR,1998,9,212,0,62,0
SUR,1999,10,214,0,60,0
SUR,2000,10,211,0,56,0
SUR,2001,10,209,0,52,0
SUR,2002,11,205,0,50,0
SUR,2003,11,200,0,47,0
SUR,2004,11,196,0,46,0
SUR,2005,11,195,0,44,0
SUR,2006,11,192,0,43,0
SUR,2007,12,190,0,42,0
SUR,2008,12,187,0,41,0
SUR,2009,13,184,0,40,0
SUR,2010,13,180,0,39,0
SUR,2011,13,174,0,38,0
SUR,2012,13,169,0,38,0
SUR,2013,14,166,0,39,1
SUR,2014,14,161,0,39,1
SUR,2015,15,155,0,39,1
SUR,2016,15,148,0,39,1
SUR,2017,16,141,0,39,1
SUR,2018,16,136,0,39,1
SUR,2019,16,131,0,38,1
SWE,1990,401,281,1,46,49
SWE,1991,392,278,2,46,52
SWE,1992,386,249,2,50,54
SWE,1993,390,223,0,56,58
SWE,1994,394,195,0,58,60
SWE,1995,396,163,1,64,63
SWE,1996,415,148,0,73,65
SWE,1997,456,136,1,84,65
SWE,1998,485,131,0,100,68
SWE,1999,499,129,3,121,70
SWE,2000,506,131,0,146,73
SWE,2001,500,143,0,184,79
SWE,2002,508,144,0,222,85
SWE,2003,512,143,0,259,92
SWE,2004,501,138,0,279,106
SWE,2005,486,126,2,330,89
SWE,2006,470,132,0,383,82
SWE,2007,454,125,1,451,78
SWE,2008,436,125,0,508,74
SWE,2009,421,135,0,593,72
SWE,2010,405,135,2,661,70
SWE,2011,385,125,0,714,66
SWE,2012,366,139,1,742,63
SWE,2013,356,142,0,761,61
SWE,2014,350,130,0,759,59
SWE,2015,348,139,4,778,58
SWE,2016,348,143,2,804,59
SWE,2017,356,136,5,805,60
SWE,2018,359,129,0,768,59
SWE,2019,364,125,0,742,59
CHE,1990,246,218,1,75,6
CHE,1991,250,212,0,76,6
CHE,1992,257,206,6,78,6
CHE,1993,264,189,0,74,6
CHE,1994,269,180,0,72,7
CHE,1995,279,179,1,66,8
CHE,1996,274,180,1,60,9
CHE,1997,273,180,0,57,11
CHE,1998,272,176,0,55,12
CHE,1999,278,178,0,58,14
CHE,2000,280,180,0,62,14
CHE,2001,280,178,14,67,13
CHE,2002,276,169,0,74,13
CHE,2003,275,163,1,86,14
CHE,2004,268,167,0,92,15
CHE,2005,261,164,0,99,17
CHE,2006,256,168,0,112,14
CHE,2007,258,165,0,124,12
CHE,2008,258,166,0,145,11
CHE,2009,260,176,0,165,11
CHE,2010,262,168,0,188,11
CHE,2011,264,164,0,210,10
CHE,2012,261,161,0,227,14
CHE,2013,261,168,0,240,10
CHE,2014,262,170,0,253,10
CHE,2015,263,175,0,269,11
CHE,2016,260,162,0,268,11
CHE,2017,268,157,0,257,11
CHE,2018,272,152,0,254,11
CHE,2019,277,148,0,252,11
SYR,1990,32,10688,54,1294,44
SYR,1991,33,10342,0,1242,45
SYR,1992,35,9858,0,1165,45
SYR,1993,34,9330,0,1096,45
SYR,1994,35,8727,0,1036,44
SYR,1995,35,8057,0,988,44
SYR,1996,36,7295,15,792,42
SYR,1997,37,6565,102,661,40
SYR,1998,38,5850,20,558,39
SYR,1999,38,5090,7,481,38
SYR,2000,39,4308,10,405,35
SYR,2001,39,3793,20,347,31
SYR,2002,41,3381,100,298,30
SYR,2003,43,2673,80,251,27
SYR,2004,47,2544,9,231,26
SYR,2005,51,2615,35,217,25
SYR,2006,56,2741,1003,206,25
SYR,2007,61,2707,499,201,25
SYR,2008,66,2988,193,206,26
SYR,2009,66,2816,32,197,25
SYR,2010,62,2751,10,190,24
SYR,2011,62,2723,12918,182,23
SYR,2012,61,2425,60179,167,23
SYR,2013,60,2107,49731,151,23
SYR,2014,59,1839,75356,141,22
SYR,2015,59,1616,60942,131,22
SYR,2016,59,1416,54433,124,22
SYR,2017,59,1258,31830,119,22
SYR,2018,60,1148,10815,117,22
SYR,2019,61,1086,6900,117,22
TWN,1990,175,520,0,132,14
TWN,1991,177,496,7,97,14
TWN,1992,174,525,17,69,13
TWN,1993,176,544,0,54,13
TWN,1994,178,617,1,45,13
TWN,1995,173,817,0,39,14
TWN,1996,172,925,9,32,14
TWN,1997,175,901,0,28,13
TWN,1998,172,816,0,26,13
TWN,1999,157,838,0,24,14
TWN,2000,146,836,0,23,15
TWN,2001,136,721,2,23,16
TWN,2002,130,640,0,23,17
TWN,2003,133,548,0,24,17
TWN,2004,140,539,0,28,18
TWN,2005,158,506,0,31,20
TWN,2006,178,473,0,36,20
TWN,2007,210,461,0,44,21
TWN,2008,260,448,0,61,21
TWN,2009,298,365,0,73,22
TWN,2010,332,340,0,84,23
TWN,2011,370,454,0,101,24
TWN,2012,394,437,0,112,24
TWN,2013,417,370,0,118,24
TWN,2014,440,397,0,130,25
TWN,2015,451,437,0,136,25
TWN,2016,458,411,0,143,26
TWN,2017,437,378,0,137,26
TWN,2018,427,353,0,133,26
TWN,2019,415,334,0,131,25
TJK,1990,121,2973,0,3872,8
TJK,1991,133,2981,0,3979,8
TJK,1992,152,2991,3391,3985,9
TJK,1993,165,3006,15872,3928,10
TJK,1994,192,3047,414,4068,11
TJK,1995,200,3051,446,3977,11
TJK,1996,207,3037,2847,3861,11
TJK,1997,201,3009,140,3777,11
TJK,1998,196,2993,629,3634,10
TJK,1999,192,2980,6,3369,10
TJK,2000,190,2960,57,3145,9
TJK,2001,186,2959,128,2730,9
TJK,2002,182,2956,50,2343,9
TJK,2003,178,2976,10,2028,9
TJK,2004,181,3027,20,1740,9
TJK,2005,187,3034,1,1549,9
TJK,2006,187,3056,8,1478,10
TJK,2007,188,3076,3,1387,10
TJK,2008,186,3105,1,1317,10
TJK,2009,183,3129,17,1267,11
TJK,2010,178,3111,102,1210,11
TJK,2011,172,3094,28,1144,11
TJK,2012,164,3079,53,1100,12
TJK,2013,153,3049,3,1057,11
TJK,2014,144,3044,8,1016,11
TJK,2015,135,3007,24,926,11
TJK,2016,126,2966,1,877,12
TJK,2017,134,2904,0,867,12
TJK,2018,141,2806,7,840,12
TJK,2019,147,2720,0,820,12
TZA,1990,153,30265,0,33464,177
TZA,1991,156,30518,0,34095,178
TZA,1992,160,30821,1,36496,179
TZA,1993,164,31246,0,34764,181
TZA,1994,167,31760,1,35306,183
TZA,1995,170,32227,0,35753,184
TZA,1996,175,32945,0,33790,186
TZA,1997,182,33727,20,34500,188
TZA,1998,188,34568,17,32678,191
TZA,1999,195,35463,13,28837,191
TZA,2000,200,36162,37,26219,191
TZA,2001,202,36560,161,25270,192
TZA,2002,207,37014,164,24901,195
TZA,2003,214,37558,3,24089,201
TZA,2004,222,38058,11,23464,206
TZA,2005,229,38643,9,21959,209
TZA,2006,236,39374,2,21347,215
TZA,2007,243,40325,6,21006,220
TZA,2008,252,40904,7,20519,222
TZA,2009,259,41571,2,20043,229
TZA,2010,265,41802,21,19145,229
TZA,2011,272,41898,19,18325,231
TZA,2012,282,41992,30,18051,236
TZA,2013,291,42169,36,17587,241
TZA,2014,298,41784,27,17125,241
TZA,2015,307,41530,30,17702,250
TZA,2016,315,41058,42,17721,251
TZA,2017,327,40675,5,17546,248
TZA,2018,339,40043,17,16426,245
TZA,2019,350,39594,19,15742,242
THA,1990,672,11205,42,7345,37
THA,1991,721,10420,11,6899,38
THA,1992,765,9772,39,6484,38
THA,1993,821,9214,1,6194,38
THA,1994,884,8710,18,5997,40
THA,1995,945,8219,25,5742,40
THA,1996,990,7672,24,5477,40
THA,1997,915,7115,27,5185,37
THA,1998,918,6629,15,5205,36
THA,1999,971,6203,3,5339,38
THA,2000,918,5814,15,5311,38
THA,2001,821,5455,36,5123,36
THA,2002,783,5122,39,5088,37
THA,2003,750,4828,32,5012,37
THA,2004,702,4591,342,5046,39
THA,2005,667,4313,624,5054,41
THA,2006,651,4105,735,5089,39
THA,2007,641,3976,782,5132,39
THA,2008,630,3726,496,5145,38
THA,2009,616,3339,530,5128,37
THA,2010,619,2959,515,5190,37
THA,2011,616,2764,579,5214,36
THA,2012,614,2679,527,5251,37
THA,2013,606,2468,547,5322,37
THA,2014,611,2385,281,5478,102
THA,2015,615,2302,174,5664,42
THA,2016,629,2292,174,5849,58
THA,2017,631,1988,115,6014,44
THA,2018,631,1820,236,6110,44
THA,2019,634,1692,60,6211,44
TGO,1990,20,5051,0,7803,19
TGO,1991,21,5095,45,7758,20
TGO,1992,22,5123,17,7587,21
TGO,1993,23,5166,48,7449,23
TGO,1994,23,5195,47,7308,24
TGO,1995,24,5208,0,7160,26
TGO,1996,26,5211,3,7069,27
TGO,1997,26,5202,4,7000,28
TGO,1998,27,5220,10,7246,30
TGO,1999,28,5240,4,7114,31
TGO,2000,28,5253,0,7304,31
TGO,2001,29,5271,0,7570,32
TGO,2002,30,5320,0,8045,33
TGO,2003,31,5359,0,8097,33
TGO,2004,32,5398,0,8135,32
TGO,2005,33,5438,436,8139,33
TGO,2006,34,5454,0,8158,33
TGO,2007,36,5478,0,7976,34
TGO,2008,38,5492,1,8057,36
TGO,2009,40,5491,2,8202,37
TGO,2010,41,5459,0,8142,38
TGO,2011,42,5400,3,8058,38
TGO,2012,43,5325,0,7786,38
