code,year,d_hiv_aids,d_drug_use_disorders,d_selfharm
RWA,2005,11837,10,620
RWA,2006,9610,10,604
RWA,2007,8143,11,593
RWA,2008,7305,11,584
RWA,2009,6500,11,575
RWA,2010,5745,12,582
RWA,2011,5181,12,593
RWA,2012,4775,13,610
RWA,2013,4426,13,618
RWA,2014,4228,14,636
RWA,2015,3983,15,656
RWA,2016,3640,16,680
RWA,2017,3363,17,704
RWA,2018,3165,18,734
RWA,2019,3065,19,759
KNA,1990,1,0,2
KNA,1991,2,0,2
KNA,1992,3,0,2
KNA,1993,3,0,2
KNA,1994,4,0,2
KNA,1995,5,0,2
KNA,1996,6,0,2
KNA,1997,7,0,2
KNA,1998,8,0,2
KNA,1999,10,0,2
KNA,2000,11,0,2
KNA,2001,12,0,2
KNA,2002,13,0,2
KNA,2003,14,0,2
KNA,2004,15,0,2
KNA,2005,16,0,2
KNA,2006,17,0,2
KNA,2007,17,0,2
KNA,2008,18,0,2
KNA,2009,19,0,2
KNA,2010,20,0,2
KNA,2011,21,0,2
KNA,2012,23,0,2
KNA,2013,24,0,2
KNA,2014,25,0,2
KNA,2015,26,0,2
KNA,2016,27,0,2
KNA,2017,29,0,2
KNA,2018,30,0,2
KNA,2019,32,0,2
LCA,1990,8,0,9
LCA,1991,5,0,9
LCA,1992,6,0,9
LCA,1993,7,0,9
LCA,1994,9,0,10
LCA,1995,8,0,10
LCA,1996,10,0,10
LCA,1997,8,0,10
LCA,1998,8,1,10
LCA,1999,10,1,10
LCA,2000,11,1,10
LCA,2001,11,1,10
LCA,2002,11,1,10
LCA,2003,11,1,10
LCA,2004,10,1,10
LCA,2005,9,1,10
LCA,2006,9,1,10
LCA,2007,9,1,11
LCA,2008,7,1,11
LCA,2009,8,1,11
LCA,2010,8,1,11
LCA,2011,8,1,11
LCA,2012,8,1,12
LCA,2013,8,1,12
LCA,2014,9,1,12
LCA,2015,8,1,13
LCA,2016,8,1,13
LCA,2017,8,1,13
LCA,2018,7,1,13
LCA,2019,7,1,13
VCT,1990,15,0,6
VCT,1991,10,0,6
VCT,1992,12,0,6
VCT,1993,14,0,6
VCT,1994,16,0,7
VCT,1995,19,0,7
VCT,1996,27,0,7
VCT,1997,24,0,7
VCT,1998,24,0,7
VCT,1999,30,0,7
VCT,2000,37,0,7
VCT,2001,33,0,7
VCT,2002,34,0,7
VCT,2003,29,0,7
VCT,2004,30,0,7
VCT,2005,26,0,7
VCT,2006,26,0,7
VCT,2007,24,0,7
VCT,2008,21,0,7
VCT,2009,21,0,7
VCT,2010,22,0,7
VCT,2011,21,0,7
VCT,2012,21,0,7
VCT,2013,22,0,8
VCT,2014,26,0,8
VCT,2015,28,0,8
VCT,2016,22,0,8
VCT,2017,21,0,8
VCT,2018,21,0,8
VCT,2019,20,0,8
WSM,1990,1,1,23
WSM,1991,2,1,24
WSM,1992,2,1,24
WSM,1993,3,1,25
WSM,1994,3,1,25
WSM,1995,4,1,25
WSM,1996,4,1,25
WSM,1997,4,1,25
WSM,1998,4,1,25
WSM,1999,5,1,25
WSM,2000,5,1,25
WSM,2001,5,1,24
WSM,2002,5,1,24
WSM,2003,5,1,24
WSM,2004,5,1,23
WSM,2005,5,1,23
WSM,2006,6,1,23
WSM,2007,6,1,23
WSM,2008,6,1,23
WSM,2009,7,1,23
WSM,2010,7,1,23
WSM,2011,7,1,23
WSM,2012,8,1,23
WSM,2013,8,1,24
WSM,2014,9,1,24
WSM,2015,10,1,24
WSM,2016,11,1,25
WSM,2017,11,1,25
WSM,2018,12,1,25
WSM,2019,13,1,25
SMR,1990,0,0,3
SMR,1991,0,0,3
SMR,1992,0,0,3
SMR,1993,0,0,3
SMR,1994,0,0,3
SMR,1995,1,0,3
SMR,1996,1,0,3
SMR,1997,1,0,3
SMR,1998,1,0,3
SMR,1999,1,0,3
SMR,2000,1,0,3
SMR,2001,1,0,3
SMR,2002,1,0,3
SMR,2003,1,0,3
SMR,2004,1,0,3
SMR,2005,1,0,3
SMR,2006,1,0,3
SMR,2007,1,0,4
SMR,2008,1,0,4
SMR,2009,1,0,4
SMR,2010,1,0,4
SMR,2011,1,0,4
SMR,2012,1,0,4
SMR,2013,1,0,4
SMR,2014,1,0,4
SMR,2015,1,0,4
SMR,2016,1,0,4
SMR,2017,1,0,4
SMR,2018,1,0,4
SMR,2019,1,0,4
STP,1990,0,0,2
STP,1991,0,0,2
STP,1992,0,0,2
STP,1993,0,0,2
STP,1994,1,0,2
STP,1995,1,0,2
STP,1996,1,0,2
STP,1997,1,0,2
STP,1998,1,0,3
STP,1999,1,0,3
STP,2000,1,0,3
STP,2001,1,0,3
STP,2002,1,0,3
STP,2003,1,0,3
STP,2004,1,0,3
STP,2005,1,0,3
STP,2006,0,0,3
STP,2007,0,0,3
STP,2008,0,0,3
STP,2009,0,0,3
STP,2010,0,1,3
STP,2011,0,1,3
STP,2012,0,1,3
STP,2013,0,1,3
STP,2014,0,1,4
STP,2015,0,1,4
STP,2016,0,1,4
STP,2017,0,1,4
STP,2018,0,1,4
STP,2019,0,1,4
SAU,1990,69,53,411
SAU,1991,80,58,429
SAU,1992,92,64,440
SAU,1993,106,70,451
SAU,1994,120,76,463
SAU,1995,136,83,476
SAU,1996,152,91,490
SAU,1997,170,98,491
SAU,1998,190,106,502
SAU,1999,213,115,518
SAU,2000,239,125,535
SAU,2001,269,126,547
SAU,2002,301,138,567
SAU,2003,334,139,594
SAU,2004,363,118,617
SAU,2005,392,114,676
SAU,2006,417,114,733
SAU,2007,442,117,810
SAU,2008,466,122,890
SAU,2009,487,115,984
SAU,2010,510,112,1118
SAU,2011,537,94,1294
SAU,2012,561,95,1410
SAU,2013,583,114,1464
SAU,2014,604,128,1527
SAU,2015,622,140,1574
SAU,2016,639,155,1624
SAU,2017,656,170,1672
SAU,2018,673,185,1729
SAU,2019,683,201,1791
SCO,1990,39,70,743
SCO,1991,65,77,743
SCO,1992,63,86,753
SCO,1993,76,99,772
SCO,1994,89,120,766
SCO,1995,96,139,772
SCO,1996,74,162,785
SCO,1997,48,179,778
SCO,1998,32,203,777
SCO,1999,32,231,778
SCO,2000,30,247,752
SCO,2001,34,263,747
SCO,2002,32,279,742
SCO,2003,38,274,700
SCO,2004,27,278,674
SCO,2005,33,289,657
SCO,2006,31,327,687
SCO,2007,34,358,698
SCO,2008,31,382,703
SCO,2009,33,386,684
SCO,2010,34,388,682
SCO,2011,27,392,677
SCO,2012,26,395,663
SCO,2013,27,400,652
SCO,2014,23,414,628
SCO,2015,25,453,644
SCO,2016,29,499,676
SCO,2017,24,503,684
SCO,2018,23,503,680
SCO,2019,22,506,671
SEN,1990,271,8,548
SEN,1991,395,9,565
SEN,1992,556,9,575
SEN,1993,758,9,583
SEN,1994,998,9,604
SEN,1995,1274,9,602
SEN,1996,1576,9,601
SEN,1997,1895,9,609
SEN,1998,2219,9,624
SEN,1999,2533,9,638
SEN,2000,2825,9,622
SEN,2001,3066,11,777
SEN,2002,3275,11,794
SEN,2003,3457,11,764
SEN,2004,3593,11,811
SEN,2005,3673,12,826
SEN,2006,3624,12,825
SEN,2007,2956,12,845
SEN,2008,2252,13,871
SEN,2009,2216,14,918
SEN,2010,2374,13,865
SEN,2011,2500,14,901
SEN,2012,2646,14,910
SEN,2013,2741,15,952
SEN,2014,2626,16,1015
SEN,2015,2438,17,1043
SEN,2016,2216,18,1087
SEN,2017,1965,19,1097
SEN,2018,1730,19,1098
SEN,2019,1603,20,1126
SRB,1990,29,33,2193
SRB,1991,34,34,2206
SRB,1992,37,35,2282
SRB,1993,40,35,2335
SRB,1994,42,35,2417
SRB,1995,44,36,2491
SRB,1996,44,37,2554
SRB,1997,43,38,2610
SRB,1998,42,33,2326
SRB,1999,43,36,2354
SRB,2000,44,42,2439
SRB,2001,48,45,2325
SRB,2002,54,45,2265
SRB,2003,64,50,2236
SRB,2004,58,60,2200
SRB,2005,49,69,2176
SRB,2006,50,72,2092
SRB,2007,55,76,2017
SRB,2008,60,80,1996
SRB,2009,67,78,1926
SRB,2010,76,70,1825
SRB,2011,92,64,1774
SRB,2012,101,63,1731
SRB,2013,102,61,1674
SRB,2014,98,61,1646
SRB,2015,91,60,1628
SRB,2016,81,59,1544
SRB,2017,69,63,1540
SRB,2018,57,68,1544
SRB,2019,48,72,1535
SYC,1990,0,0,6
SYC,1991,1,0,6
SYC,1992,1,0,6
SYC,1993,1,0,7
SYC,1994,2,0,7
SYC,1995,2,0,8
SYC,1996,3,1,8
SYC,1997,3,1,8
SYC,1998,4,1,8
SYC,1999,4,1,8
SYC,2000,5,1,8
SYC,2001,5,1,8
SYC,2002,5,1,8
SYC,2003,5,1,8
SYC,2004,5,1,8
SYC,2005,5,1,7
SYC,2006,5,1,7
SYC,2007,5,1,7
SYC,2008,5,1,7
SYC,2009,5,1,7
SYC,2010,5,1,7
SYC,2011,5,1,8
SYC,2012,5,1,7
SYC,2013,5,1,8
SYC,2014,6,1,8
SYC,2015,6,1,8
SYC,2016,6,1,8
SYC,2017,5,1,9
SYC,2018,5,1,9
SYC,2019,4,1,9
SLE,1990,130,4,202
SLE,1991,189,4,198
SLE,1992,265,4,199
SLE,1993,363,4,200
SLE,1994,483,4,200
SLE,1995,621,4,205
SLE,1996,786,4,210
SLE,1997,986,4,218
SLE,1998,1208,4,226
SLE,1999,1452,4,235
SLE,2000,1712,4,247
SLE,2001,1980,4,263
SLE,2002,2247,4,279
SLE,2003,2503,5,296
SLE,2004,2741,5,312
SLE,2005,2922,5,328
SLE,2006,3048,5,337
SLE,2007,3150,6,349
SLE,2008,3198,6,348
SLE,2009,3163,6,358
SLE,2010,3099,6,374
SLE,2011,3047,7,379
SLE,2012,3089,7,395
SLE,2013,3250,7,406
SLE,2014,3299,8,418
SLE,2015,3210,8,426
SLE,2016,3108,9,440
SLE,2017,2968,9,457
SLE,2018,2841,10,477
SLE,2019,2798,10,491
SGP,1990,8,4,455
SGP,1991,10,4,456
SGP,1992,15,4,460
SGP,1993,24,4,454
SGP,1994,27,5,464
SGP,1995,37,5,475
SGP,1996,58,5,479
SGP,1997,52,6,489
SGP,1998,58,6,493
SGP,1999,59,5,472
SGP,2000,60,5,476
SGP,2001,75,5,475
SGP,2002,68,5,474
SGP,2003,52,6,454
SGP,2004,40,7,450
SGP,2005,38,8,436
SGP,2006,37,9,444
SGP,2007,51,10,453
SGP,2008,44,10,472
SGP,2009,47,10,471
SGP,2010,38,11,465
SGP,2011,22,12,464
SGP,2012,43,13,476
SGP,2013,49,13,470
SGP,2014,52,14,464
SGP,2015,36,15,460
SGP,2016,32,15,459
SGP,2017,37,15,445
SGP,2018,36,15,452
SGP,2019,36,16,464
SVK,1990,1,42,953
SVK,1991,1,42,933
SVK,1992,2,41,913
SVK,1993,3,43,865
SVK,1994,3,45,826
SVK,1995,4,48,826
SVK,1996,4,48,795
SVK,1997,5,53,833
SVK,1998,5,51,859
SVK,1999,6,47,851
SVK,2000,6,44,843
SVK,2001,6,41,851
SVK,2002,5,37,875
SVK,2003,6,33,890
SVK,2004,6,28,867
SVK,2005,5,25,897
SVK,2006,3,20,894
SVK,2007,3,20,910
SVK,2008,3,22,895
SVK,2009,4,22,855
SVK,2010,4,20,816
SVK,2011,5,21,807
SVK,2012,6,21,784
SVK,2013,6,21,752
SVK,2014,5,21,748
SVK,2015,4,21,764
SVK,2016,4,19,713
SVK,2017,4,19,707
SVK,2018,4,19,704
SVK,2019,4,18,695
SVN,1990,4,5,650
SVN,1991,3,5,645
SVN,1992,3,5,635
SVN,1993,5,6,635
SVN,1994,3,6,641
SVN,1995,8,8,644
SVN,1996,3,10,659
SVN,1997,3,12,669
SVN,1998,10,14,673
SVN,1999,6,16,661
SVN,2000,4,18,648
SVN,2001,8,20,658
SVN,2002,4,21,631
SVN,2003,3,22,638
SVN,2004,2,23,602
SVN,2005,3,23,559
SVN,2006,1,25,565
SVN,2007,4,27,537
SVN,2008,5,29,503
SVN,2009,2,28,479
SVN,2010,1,27,466
SVN,2011,2,26,452
SVN,2012,2,27,455
SVN,2013,5,26,446
SVN,2014,4,24,408
SVN,2015,3,26,433
SVN,2016,3,26,420
SVN,2017,2,27,421
SVN,2018,2,27,417
SVN,2019,2,28,410
SLB,1990,4,1,71
SLB,1991,5,2,74
SLB,1992,6,2,78
SLB,1993,7,2,81
SLB,1994,9,2,84
SLB,1995,10,2,87
SLB,1996,11,2,89
SLB,1997,12,2,92
SLB,1998,13,2,95
SLB,1999,14,2,97
SLB,2000,14,2,100
SLB,2001,15,2,103
SLB,2002,16,2,105
SLB,2003,17,2,108
SLB,2004,17,2,110
SLB,2005,18,3,112
SLB,2006,19,3,115
SLB,2007,19,3,117
SLB,2008,21,3,116
SLB,2009,22,3,121
SLB,2010,23,3,123
SLB,2011,23,3,127
SLB,2012,23,3,130
SLB,2013,24,3,132
SLB,2014,26,4,135
SLB,2015,29,4,137
SLB,2016,32,4,139
SLB,2017,34,4,142
SLB,2018,37,4,144
SLB,2019,41,4,144
SOM,1990,26,7,513
SOM,1991,81,7,518
SOM,1992,151,7,543
SOM,1993,265,7,565
SOM,1994,439,7,590
SOM,1995,687,8,618
SOM,1996,1013,8,647
SOM,1997,1407,8,678
SOM,1998,1845,9,710
SOM,1999,2306,9,734
SOM,2000,2761,9,753
SOM,2001,3181,9,769
SOM,2002,3545,10,796
SOM,2003,3839,10,824
SOM,2004,4059,11,848
SOM,2005,4195,11,868
SOM,2006,4257,12,881
SOM,2007,4263,12,915
SOM,2008,4223,13,945
SOM,2009,4148,14,970
SOM,2010,4073,15,991
SOM,2011,3993,15,1015
SOM,2012,3894,16,1040
SOM,2013,3797,17,1075
SOM,2014,3714,18,1113
SOM,2015,3612,19,1155
SOM,2016,3492,20,1197
SOM,2017,3373,21,1238
SOM,2018,3249,22,1285
SOM,2019,3188,23,1325
ZAF,1990,2850,255,6732
ZAF,1991,5007,271,6921
ZAF,1992,8684,305,7486
ZAF,1993,14626,287,6974
ZAF,1994,23747,305,7267
ZAF,1995,37044,310,7368
ZAF,1996,55168,302,7251
ZAF,1997,78368,347,8379
ZAF,1998,106131,346,8859
ZAF,1999,136870,332,8792
ZAF,2000,169847,345,9477
ZAF,2001,202764,328,9417
ZAF,2002,234098,325,9824
ZAF,2003,262718,322,10249
ZAF,2004,286607,306,10255
ZAF,2005,301614,288,10066
ZAF,2006,305491,277,10006
ZAF,2007,298253,254,9485
ZAF,2008,282664,240,9200
ZAF,2009,260926,222,8775
ZAF,2010,240024,199,8231
ZAF,2011,217917,175,7539
ZAF,2012,193635,162,7369
ZAF,2013,175969,151,7342
ZAF,2014,167813,145,7483
ZAF,2015,166978,137,7459
ZAF,2016,172025,126,7201
ZAF,2017,169326,120,7319
ZAF,2018,153281,117,7658
ZAF,2019,143851,115,7864
WB,1990,1495,4165,182471
WB,1991,2126,4236,187080
WB,1992,3524,4308,191483
WB,1993,6238,4461,192913
WB,1994,10729,4660,195908
WB,1995,17497,4776,197987
WB,1996,27243,5033,202299
WB,1997,40178,5527,214142
WB,1998,56967,5797,220512
WB,1999,76487,6030,227822
WB,2000,96484,6191,230704
WB,2001,115681,6370,228427
WB,2002,133242,6562,224961
WB,2003,146734,6708,218702
WB,2004,160804,6933,218720
WB,2005,167598,7646,224856
WB,2006,170700,7434,228773
WB,2007,166582,7451,226605
WB,2008,158811,7507,225354
WB,2009,146095,7621,221576
WB,2010,131239,7670,225521
WB,2011,117868,7682,229418
WB,2012,106075,7510,228768
WB,2013,96730,8025,223763
WB,2014,84580,8201,215540
WB,2015,72209,8573,212223
WB,2016,62932,8932,212888
WB,2017,55403,9242,215904
WB,2018,52425,9787,225826
WB,2019,52427,10211,230017
KOR,1990,52,82,5032
KOR,1991,55,92,5155
KOR,1992,60,103,5267
KOR,1993,58,117,5506
KOR,1994,57,147,5973
KOR,1995,27,199,6410
KOR,1996,37,230,6970
KOR,1997,31,247,7517
KOR,1998,40,257,8176
KOR,1999,41,236,8701
KOR,2000,45,197,9297
KOR,2001,52,169,9833
KOR,2002,78,148,10610
KOR,2003,75,134,11588
KOR,2004,81,123,12266
KOR,2005,92,114,12811
KOR,2006,99,105,13191
KOR,2007,118,99,14024
KOR,2008,117,95,14870
KOR,2009,124,97,15720
KOR,2010,149,97,16061
KOR,2011,153,96,15967
KOR,2012,156,99,15705
KOR,2013,146,101,15392
KOR,2014,152,102,14978
KOR,2015,128,105,14501
KOR,2016,140,109,14189
KOR,2017,140,108,14301
KOR,2018,139,114,14431
KOR,2019,138,119,14575
SSD,1990,261,5,315
SSD,1991,389,6,316
SSD,1992,561,6,324
SSD,1993,783,6,330
SSD,1994,1058,6,336
SSD,1995,1386,6,356
SSD,1996,1762,6,356
SSD,1997,2176,6,340
SSD,1998,2618,6,345
SSD,1999,3073,6,345
SSD,2000,3529,6,347
SSD,2001,3972,6,333
SSD,2002,4394,6,331
SSD,2003,4787,7,342
SSD,2004,5144,7,353
SSD,2005,5464,7,358
SSD,2006,5750,8,371
SSD,2007,5990,8,379
SSD,2008,6182,8,382
SSD,2009,6263,8,388
SSD,2010,6303,9,392
SSD,2011,6313,9,396
SSD,2012,6271,9,401
SSD,2013,6178,9,404
SSD,2014,5983,9,404
SSD,2015,5504,9,396
SSD,2016,5045,9,387
SSD,2017,4839,9,391
SSD,2018,4583,10,404
SSD,2019,4391,10,419
WHO,1990,2303,4660,193744
WHO,1991,4665,4755,198654
WHO,1992,8868,4845,203193
WHO,1993,15527,5032,204999
WHO,1994,24715,5274,208499
WHO,1995,36824,5440,211081
WHO,1996,52007,5755,215853
WHO,1997,70356,6229,226461
WHO,1998,92078,6496,232283
WHO,1999,115975,6778,239671
WHO,2000,139792,6928,241692
WHO,2001,162013,7067,238259
WHO,2002,181602,7235,234354
WHO,2003,195884,7327,227428
WHO,2004,209778,7464,226217
WHO,2005,214299,8100,231249
WHO,2006,212692,7840,234721
WHO,2007,204966,7796,232294
WHO,2008,195507,7798,230490
WHO,2009,181645,7865,226239
WHO,2010,166299,7884,229833
WHO,2011,152328,7891,233382
WHO,2012,140476,7711,232171
WHO,2013,132305,8198,226338
WHO,2014,120300,8379,217536
WHO,2015,106437,8785,213951
WHO,2016,94706,9174,214388
WHO,2017,84298,9528,217082
WHO,2018,78858,10115,226697
WHO,2019,76749,10566,230453
ESP,1990,2119,585,3538
ESP,1991,2765,718,3567
ESP,1992,3593,800,3508
ESP,1993,4336,848,3498
ESP,1994,5045,895,3514
ESP,1995,5826,928,3558
ESP,1996,5616,939,3615
ESP,1997,3218,957,3651
ESP,1998,2095,939,3680
ESP,1999,2025,912,3714
ESP,2000,1840,882,3722
ESP,2001,1762,860,3725
ESP,2002,1749,840,3786
ESP,2003,1732,824,3857
ESP,2004,1656,807,3832
ESP,2005,1534,798,3834
ESP,2006,1409,776,3803
ESP,2007,1394,771,3849
ESP,2008,1292,770,3872
ESP,2009,1143,739,3829
ESP,2010,1078,717,3778
ESP,2011,985,709,3802
ESP,2012,883,706,3858
ESP,2013,776,691,3848
ESP,2014,703,687,3846
ESP,2015,668,693,3857
ESP,2016,724,696,3784
ESP,2017,713,689,3746
ESP,2018,698,714,3764
ESP,2019,679,728,3759
LKA,1990,30,143,6791
LKA,1991,35,112,6423
LKA,1992,41,94,6365
LKA,1993,47,80,6245
LKA,1994,53,76,6716
LKA,1995,59,65,7418
LKA,1996,65,80,7813
LKA,1997,70,152,8259
LKA,1998,75,181,7588
LKA,1999,79,201,7422
LKA,2000,82,215,7369
LKA,2001,83,201,6563
LKA,2002,84,193,5983
LKA,2003,85,186,5785
LKA,2004,84,180,5376
LKA,2005,83,175,5334
LKA,2006,78,156,5195
LKA,2007,73,157,4964
LKA,2008,69,142,4849
LKA,2009,67,119,4384
LKA,2010,67,110,4112
LKA,2011,71,116,4209
LKA,2012,72,113,4111
LKA,2013,70,107,3936
LKA,2014,65,111,4002
LKA,2015,59,117,4153
LKA,2016,54,121,4265
LKA,2017,47,124,4329
LKA,2018,41,130,4433
LKA,2019,38,134,4425
WB,1990,265630,1004,40422
WB,1991,343739,1055,41458
WB,1992,434429,1129,43014
WB,1993,536274,1149,43420
WB,1994,646499,1204,44704
WB,1995,761921,1245,45859
WB,1996,878009,1270,46718
WB,1997,992584,1349,48862
WB,1998,1104627,1390,50719
WB,1999,1208062,1411,51702
WB,2000,1299463,1455,53207
WB,2001,1375643,1458,53935
WB,2002,1436456,1485,55216
WB,2003,1480387,1520,56663
WB,2004,1498836,1545,57616
WB,2005,1477720,1567,58178
WB,2006,1415702,1600,58855
WB,2007,1326110,1634,59126
WB,2008,1226198,1693,59689
WB,2009,1136792,1766,60469
WB,2010,1063949,1803,61052
WB,2011,995512,1862,61441
WB,2012,923775,1925,62221
WB,2013,860409,2005,63151
WB,2014,812629,2092,64306
WB,2015,776913,2166,65148
WB,2016,750902,2262,66244
WB,2017,715376,2367,67728
WB,2018,668633,2478,69618
WB,2019,643702,2580,71205
SDN,1990,196,100,1256
SDN,1991,309,107,1299
SDN,1992,440,115,1343
SDN,1993,603,122,1382
SDN,1994,791,129,1415
SDN,1995,1008,136,1442
SDN,1996,1250,144,1478
SDN,1997,1511,153,1509
SDN,1998,1787,162,1535
SDN,1999,2065,169,1551
SDN,2000,2340,177,1559
SDN,2001,2608,183,1572
SDN,2002,2865,190,1595
SDN,2003,3108,194,1597
SDN,2004,3331,201,1628
SDN,2005,3542,208,1657
SDN,2006,3736,215,1677
SDN,2007,3902,223,1701
SDN,2008,3940,233,1740
SDN,2009,3953,244,1777
SDN,2010,4110,254,1804
SDN,2011,4335,264,1815
SDN,2012,4535,276,1834
SDN,2013,4704,288,1860
SDN,2014,4852,302,1886
SDN,2015,5005,314,1904
SDN,2016,5081,331,1939
SDN,2017,5066,347,1963
SDN,2018,5105,365,2004
SDN,2019,5155,380,2029
SUR,1990,61,0,86
SUR,1991,44,1,92
SUR,1992,45,1,99
SUR,1993,50,1,109
SUR,1994,58,1,104
SUR,1995,69,1,89
SUR,1996,86,2,83
SUR,1997,83,2,85
SUR,1998,90,3,94
SUR,1999,115,3,102
SUR,2000,144,3,100
SUR,2001,150,3,101
SUR,2002,175,3,108
SUR,2003,167,4,116
SUR,2004,171,3,121
SUR,2005,158,3,121
SUR,2006,150,3,125
SUR,2007,140,3,131
SUR,2008,123,3,137
SUR,2009,120,3,138
SUR,2010,128,3,140
SUR,2011,116,3,139
SUR,2012,116,2,135
SUR,2013,106,2,136
SUR,2014,125,2,135
SUR,2015,112,3,143
SUR,2016,108,3,146
SUR,2017,106,3,147
SUR,2018,103,3,146
SUR,2019,100,3,145
SWE,1990,68,97,1893
SWE,1991,83,102,1894
SWE,1992,90,109,1831
SWE,1993,97,118,1807
SWE,1994,120,125,1737
SWE,1995,138,135,1708
SWE,1996,116,151,1640
SWE,1997,54,167,1568
SWE,1998,37,183,1521
SWE,1999,33,204,1484
SWE,2000,33,222,1438
SWE,2001,42,225,1432
SWE,2002,35,220,1410
SWE,2003,33,218,1394
SWE,2004,28,224,1412
SWE,2005,31,228,1394
SWE,2006,26,236,1392
SWE,2007,34,253,1399
SWE,2008,22,273,1416
SWE,2009,31,283,1425
SWE,2010,23,295,1408
SWE,2011,32,309,1412
SWE,2012,24,327,1420
SWE,2013,20,354,1436
SWE,2014,17,386,1426
SWE,2015,25,414,1418
SWE,2016,24,436,1395
SWE,2017,22,457,1388
SWE,2018,21,470,1376
SWE,2019,20,485,1369
CHE,1990,3,316,1824
CHE,1991,3,348,1876
CHE,1992,3,369,1865
CHE,1993,4,383,1841
CHE,1994,4,394,1836
CHE,1995,511,356,1722
CHE,1996,416,326,1645
CHE,1997,277,302,1602
CHE,1998,207,286,1578
CHE,1999,165,274,1542
CHE,2000,149,274,1563
CHE,2001,134,266,1538
CHE,2002,113,251,1544
CHE,2003,104,233,1512
CHE,2004,89,220,1486
CHE,2005,72,220,1464
CHE,2006,80,219,1434
CHE,2007,64,215,1401
CHE,2008,53,214,1356
CHE,2009,49,206,1311
CHE,2010,48,196,1261
CHE,2011,43,190,1233
CHE,2012,50,186,1218
CHE,2013,38,186,1209
CHE,2014,40,186,1182
CHE,2015,32,185,1167
CHE,2016,38,188,1163
CHE,2017,38,196,1174
CHE,2018,37,204,1179
CHE,2019,37,212,1171
SYR,1990,8,57,292
SYR,1991,9,60,299
SYR,1992,10,65,313
SYR,1993,11,65,303
SYR,1994,13,67,302
SYR,1995,14,69,300
SYR,1996,15,73,300
SYR,1997,16,75,299
SYR,1998,17,79,305
SYR,1999,18,80,303
SYR,2000,20,82,304
SYR,2001,21,84,300
SYR,2002,22,90,309
SYR,2003,24,92,307
SYR,2004,24,100,324
SYR,2005,24,113,343
SYR,2006,24,130,364
SYR,2007,24,142,381
SYR,2008,24,150,400
SYR,2009,24,153,406
SYR,2010,23,121,415
SYR,2011,22,136,398
SYR,2012,22,134,364
SYR,2013,21,132,338
SYR,2014,19,132,322
SYR,2015,17,131,311
SYR,2016,15,135,305
SYR,2017,13,140,303
SYR,2018,13,146,309
SYR,2019,14,153,320
TWN,1990,8,264,1906
TWN,1991,11,266,1878
TWN,1992,22,262,1892
TWN,1993,26,267,1955
TWN,1994,39,258,2092
TWN,1995,63,234,2244
TWN,1996,92,216,2459
TWN,1997,81,205,2622
TWN,1998,98,202,2840
TWN,1999,67,204,3039
TWN,2000,73,215,3394
TWN,2001,66,226,3752
TWN,2002,78,234,4060
TWN,2003,73,243,4267
TWN,2004,85,262,4580
TWN,2005,118,279,4963
TWN,2006,110,289,4987
TWN,2007,114,293,4860
TWN,2008,160,284,4742
TWN,2009,175,275,4548
TWN,2010,156,277,4422
TWN,2011,225,296,4458
TWN,2012,200,310,4333
TWN,2013,176,327,4152
TWN,2014,177,362,4184
TWN,2015,167,389,4083
TWN,2016,209,422,4191
TWN,2017,183,450,4231
TWN,2018,176,487,4282
TWN,2019,171,518,4299
TJK,1990,8,13,264
TJK,1991,12,13,267
TJK,1992,17,14,290
TJK,1993,22,13,297
TJK,1994,28,15,325
TJK,1995,34,15,310
TJK,1996,41,14,300
TJK,1997,49,14,288
TJK,1998,57,14,273
TJK,1999,67,14,263
TJK,2000,77,14,259
TJK,2001,87,14,254
TJK,2002,97,15,250
TJK,2003,105,15,253
TJK,2004,113,17,262
TJK,2005,120,19,277
TJK,2006,126,19,286
TJK,2007,127,20,298
TJK,2008,125,21,310
TJK,2009,121,22,325
TJK,2010,120,22,342
TJK,2011,115,22,359
TJK,2012,107,22,374
TJK,2013,103,21,382
TJK,2014,101,21,398
TJK,2015,90,20,416
TJK,2016,73,19,443
TJK,2017,63,21,446
TJK,2018,60,23,453
TJK,2019,60,24,464
TZA,1990,35260,39,1772
TZA,1991,46430,41,1813
TZA,1992,58231,43,1855
TZA,1993,70048,46,1908
TZA,1994,81330,48,1957
TZA,1995,91649,51,2002
TZA,1996,100572,52,2033
TZA,1997,108123,55,2085
TZA,1998,114228,58,2163
TZA,1999,118955,61,2179
TZA,2000,122393,63,2169
TZA,2001,124346,64,2165
TZA,2002,125259,67,2170
TZA,2003,125363,71,2207
TZA,2004,124863,75,2224
TZA,2005,123268,79,2280
TZA,2006,117194,84,2329
TZA,2007,104354,92,2384
TZA,2008,93044,103,2435
TZA,2009,87009,113,2487
TZA,2010,80830,122,2524
TZA,2011,75933,128,2571
TZA,2012,66230,136,2646
TZA,2013,53911,144,2729
TZA,2014,45772,150,2775
TZA,2015,40967,155,2836
TZA,2016,38209,164,2913
TZA,2017,34451,174,3015
TZA,2018,29700,184,3125
TZA,2019,27125,193,3231
THA,1990,1026,218,7044
THA,1991,2614,244,7584
THA,1992,5000,273,8047
THA,1993,8266,313,8760
THA,1994,12214,364,9699
THA,1995,16624,430,10774
THA,1996,20993,497,11599
THA,1997,25228,487,10704
THA,1998,28859,488,10324
