code,year,d_alzheimers_disease_and_other_dementias,d_parkinsons_disease,d_cardiovascular_diseases,d_neoplasms,d_diabetes_mellitus,d_chronic_kidney_disease,d_chronic_respiratory_diseases,d_cirrhosis_and_other_chronic_liver_diseases,d_digestive_diseases
BGD,2004,6321,2343,196567,62782,20540,9365,57890,26508,41382
BGD,2005,6379,2427,209388,65283,21406,9819,58822,26827,41575
BGD,2006,6496,2545,222813,67975,22127,10222,60099,27015,41659
BGD,2007,6653,2609,229986,69816,22321,10466,60138,26714,41053
BGD,2008,6891,2647,234002,71059,22325,10495,59378,25922,39833
BGD,2009,7239,2745,242016,73426,22685,10648,59517,25497,39291
BGD,2010,7658,2899,252054,76058,23287,10771,60294,25085,38799
BGD,2011,7951,2713,243361,76393,21981,10470,56564,24070,37327
BGD,2012,8374,2556,238443,77715,21231,10336,53698,23548,36562
BGD,2013,9137,2719,245834,80503,22033,10470,54792,23445,36587
BGD,2014,10117,3071,260732,84234,23973,10825,58264,23631,37074
BGD,2015,10930,3180,268859,87112,24520,10872,58308,23622,37322
BGD,2016,12037,3441,279014,91436,26259,11265,60948,24192,38322
BGD,2017,13346,3951,301659,97080,29283,11903,66183,25270,40132
BGD,2018,14478,4221,313376,101677,31202,12339,68578,25707,40888
BGD,2019,15614,4489,324764,106147,33095,12775,70893,26165,41679
BRB,1990,58,14,851,460,221,54,40,36,82
BRB,1991,60,14,840,461,223,54,40,35,81
BRB,1992,63,15,862,476,233,56,41,36,84
BRB,1993,65,15,870,485,239,59,42,37,85
BRB,1994,67,16,873,490,244,59,43,38,86
BRB,1995,69,16,861,494,248,60,44,38,86
BRB,1996,71,17,844,500,245,63,44,38,87
BRB,1997,74,17,829,512,247,66,45,38,87
BRB,1998,75,17,797,518,245,68,45,37,86
BRB,1999,77,18,756,518,240,70,44,35,84
BRB,2000,78,18,748,534,245,73,45,34,84
BRB,2001,78,18,722,540,233,75,45,33,83
BRB,2002,79,19,732,567,247,80,47,34,86
BRB,2003,80,20,745,589,259,85,49,35,88
BRB,2004,80,21,733,606,265,87,51,36,89
BRB,2005,80,20,705,599,261,85,49,36,89
BRB,2006,80,21,709,606,260,85,50,37,90
BRB,2007,80,21,711,616,261,85,50,37,90
BRB,2008,81,21,707,623,258,85,50,37,90
BRB,2009,81,21,696,624,248,87,48,36,89
BRB,2010,83,21,706,640,245,92,49,36,90
BRB,2011,84,22,720,652,248,95,49,36,90
BRB,2012,86,22,728,660,245,99,50,37,91
BRB,2013,88,23,750,677,251,102,51,38,93
BRB,2014,89,23,773,696,261,105,52,39,96
BRB,2015,91,24,793,711,268,107,54,40,99
BRB,2016,94,24,814,729,275,109,55,41,101
BRB,2017,96,25,835,748,284,112,57,43,104
BRB,2018,98,26,863,777,295,116,59,44,107
BRB,2019,100,28,905,825,312,123,63,47,113
BLR,1990,2306,391,59682,19783,619,276,6648,837,2467
BLR,1991,2372,404,62174,20712,677,282,6579,884,2571
BLR,1992,2405,411,64310,21466,736,286,6466,930,2659
BLR,1993,2453,440,70680,23041,811,303,6789,1042,2879
BLR,1994,2461,445,72224,22872,815,303,6636,1076,2890
BLR,1995,2466,452,74920,23097,842,308,6613,1170,3015
BLR,1996,2469,446,74581,22911,812,305,6362,1210,3014
BLR,1997,2456,451,76104,23124,810,307,6257,1272,3062
BLR,1998,2451,460,77729,23255,795,314,6140,1366,3153
BLR,1999,2453,479,80481,23395,787,327,6070,1511,3313
BLR,2000,2445,468,77258,21802,706,325,5566,1560,3267
BLR,2001,2484,499,81407,22301,698,362,5503,1804,3582
BLR,2002,2502,537,86298,22427,708,455,5372,2176,4046
BLR,2003,2523,542,84745,21498,632,481,4818,2282,4115
BLR,2004,2567,553,83463,21153,586,469,4492,2400,4268
BLR,2005,2621,579,85238,21422,558,498,4268,2683,4639
BLR,2006,2678,586,83208,20793,503,504,3853,2785,4737
BLR,2007,2709,581,79921,19925,453,506,3447,2850,4765
BLR,2008,2778,595,80064,20080,425,509,3173,2968,4932
BLR,2009,2863,613,81203,20327,414,513,2920,3101,5138
BLR,2010,2926,625,81911,21004,403,515,2721,3225,5323
BLR,2011,3022,648,83777,21181,402,525,2586,3329,5498
BLR,2012,3081,616,76747,19224,360,479,2304,2742,4718
BLR,2013,3195,627,76881,19073,348,482,2141,2620,4605
BLR,2014,3305,630,76561,19034,346,478,2093,2489,4454
BLR,2015,3392,631,75549,18844,353,476,2196,2325,4254
BLR,2016,3474,640,76058,19025,365,486,2274,2265,4201
BLR,2017,3532,646,76577,19371,377,493,2359,2255,4207
BLR,2018,3607,632,75197,19382,383,493,2374,2236,4176
BLR,2019,3685,632,75339,19668,393,500,2438,2235,4188
BEL,1990,3212,726,39927,30372,1844,1419,6494,1766,4303
BEL,1991,3312,729,39022,30386,1794,1423,6593,1764,4335
BEL,1992,3432,742,38687,30656,1793,1498,6735,1796,4439
BEL,1993,3542,755,38492,30786,1818,1556,6987,1816,4569
BEL,1994,3647,757,37784,30662,1808,1579,7011,1838,4650
BEL,1995,3747,772,37514,30665,1824,1612,7173,1865,4737
BEL,1996,3829,788,37338,30236,1836,1625,7198,1870,4802
BEL,1997,3902,801,36741,30104,1860,1626,7197,1901,4899
BEL,1998,3972,818,36557,29951,1885,1606,7177,1896,4992
BEL,1999,4054,834,36203,29781,1950,1669,7143,1901,5029
BEL,2000,4162,858,35953,29465,1828,1734,7072,1938,5120
BEL,2001,4209,881,35397,29228,1783,1780,7022,1947,5156
BEL,2002,4236,921,35510,29290,1797,1862,7123,1972,5251
BEL,2003,4246,959,35256,28978,1802,1931,7162,1978,5299
BEL,2004,4254,971,34009,28815,1767,1933,6968,1954,5225
BEL,2005,4377,1001,33547,28840,1766,1996,6963,1970,5265
BEL,2006,4488,1023,32725,28608,1739,2042,6838,1963,5226
BEL,2007,4621,1061,32661,28739,1758,2126,6893,2015,5306
BEL,2008,4766,1111,32909,28473,1799,2240,7011,2097,5441
BEL,2009,4850,1127,32232,30055,1768,2302,6888,2070,5361
BEL,2010,5010,1142,31700,31062,1718,2394,6794,2048,5302
BEL,2011,5195,1165,31534,31686,1692,2494,6777,2071,5342
BEL,2012,5369,1200,31817,32532,1689,2619,6900,2112,5429
BEL,2013,5521,1223,31680,32991,1651,2692,6898,2108,5407
BEL,2014,5658,1219,30934,32831,1594,2692,6773,2068,5297
BEL,2015,5897,1255,31652,33216,1608,2794,6933,2106,5426
BEL,2016,6092,1259,31413,33047,1589,2813,6926,2074,5410
BEL,2017,6298,1277,32118,33186,1636,2844,7090,2081,5479
BEL,2018,6473,1303,32887,33464,1683,2905,7236,2088,5565
BEL,2019,6615,1331,33627,33892,1731,2965,7400,2105,5662
BLZ,1990,18,3,233,93,42,22,22,20,37
BLZ,1991,18,3,224,93,41,22,22,20,37
BLZ,1992,19,3,225,95,41,23,23,21,38
BLZ,1993,19,4,232,98,43,24,24,21,39
BLZ,1994,20,4,242,103,46,25,25,22,40
BLZ,1995,21,4,256,111,51,28,28,24,43
BLZ,1996,22,5,278,122,57,31,30,27,46
BLZ,1997,23,5,302,135,64,35,35,30,51
BLZ,1998,23,6,319,147,70,40,39,32,54
BLZ,1999,23,6,333,156,78,44,42,34,57
BLZ,2000,23,6,345,161,83,48,42,35,58
BLZ,2001,23,6,313,161,82,49,41,35,58
BLZ,2002,24,6,300,160,83,50,39,34,57
BLZ,2003,24,6,299,164,87,52,40,35,58
BLZ,2004,25,7,302,170,93,56,42,36,60
BLZ,2005,26,7,300,174,98,59,43,37,61
BLZ,2006,27,7,307,182,103,62,44,38,63
BLZ,2007,28,7,309,187,103,63,45,39,64
BLZ,2008,29,7,304,188,102,65,45,39,65
BLZ,2009,30,8,316,195,107,69,47,40,67
BLZ,2010,32,8,330,205,112,74,50,42,70
BLZ,2011,33,8,337,213,114,78,51,44,72
BLZ,2012,34,8,340,219,115,80,52,45,73
BLZ,2013,36,9,352,228,119,85,55,48,77
BLZ,2014,38,9,372,240,124,91,59,52,82
BLZ,2015,39,10,388,251,128,96,63,55,87
BLZ,2016,41,10,400,259,132,99,65,58,92
BLZ,2017,43,10,416,271,138,102,67,60,94
BLZ,2018,46,11,444,287,147,108,71,63,99
BLZ,2019,48,12,464,299,154,112,74,65,103
BEN,1990,327,85,5934,2130,533,747,1340,1145,1910
BEN,1991,331,85,6030,2178,554,764,1340,1174,1958
BEN,1992,335,86,6126,2225,575,780,1333,1201,2004
BEN,1993,341,88,6225,2277,598,795,1324,1231,2054
BEN,1994,348,90,6389,2349,630,817,1325,1273,2121
BEN,1995,354,92,6551,2420,664,838,1321,1312,2185
BEN,1996,359,94,6751,2492,701,857,1317,1351,2250
BEN,1997,362,96,6866,2546,732,871,1301,1380,2304
BEN,1998,363,98,7011,2611,767,886,1292,1415,2365
BEN,1999,366,100,7163,2675,800,900,1285,1438,2410
BEN,2000,374,104,7354,2768,837,931,1305,1471,2465
BEN,2001,380,108,7425,2842,863,954,1317,1487,2477
BEN,2002,393,113,7592,2952,899,994,1352,1513,2528
BEN,2003,398,115,7656,3037,928,1018,1367,1531,2550
BEN,2004,408,119,7758,3142,958,1052,1391,1552,2586
BEN,2005,421,123,7850,3229,987,1081,1406,1565,2601
BEN,2006,439,129,8035,3343,1025,1124,1436,1579,2632
BEN,2007,448,131,8130,3441,1055,1159,1453,1594,2661
BEN,2008,464,137,8416,3586,1096,1194,1499,1628,2719
BEN,2009,478,141,8719,3755,1144,1237,1550,1680,2806
BEN,2010,496,146,8998,3916,1187,1278,1596,1726,2887
BEN,2011,515,152,9325,4086,1235,1320,1647,1753,2979
BEN,2012,532,156,9613,4227,1270,1351,1686,1766,3051
BEN,2013,547,161,9884,4364,1305,1378,1721,1779,3116
BEN,2014,558,164,10086,4484,1335,1406,1742,1794,3174
BEN,2015,577,169,10453,4613,1365,1446,1771,1805,3241
BEN,2016,592,171,10661,4767,1404,1483,1800,1834,3318
BEN,2017,615,177,10953,4948,1453,1524,1839,1896,3413
BEN,2018,648,184,11137,5063,1488,1543,1853,1902,3408
BEN,2019,695,190,11418,5247,1537,1581,1888,1943,3465
BMU,1990,10,5,211,124,20,10,11,10,19
BMU,1991,11,5,206,123,20,10,11,10,19
BMU,1992,11,4,197,121,20,10,11,9,19
BMU,1993,11,5,197,122,20,10,11,9,19
BMU,1994,12,5,194,122,20,10,11,9,19
BMU,1995,12,4,187,120,20,9,11,9,18
BMU,1996,13,5,189,123,20,10,12,9,18
BMU,1997,13,5,179,122,20,10,12,8,17
BMU,1998,14,5,174,122,19,10,12,8,17
BMU,1999,14,5,174,124,19,10,12,8,17
BMU,2000,15,5,173,127,20,11,12,7,16
BMU,2001,15,5,167,127,19,11,12,7,16
BMU,2002,16,5,163,129,19,11,12,7,16
BMU,2003,16,5,160,130,19,12,12,7,16
BMU,2004,17,5,159,129,20,12,12,7,16
BMU,2005,17,5,160,130,20,12,13,7,16
BMU,2006,18,5,162,133,20,13,13,7,16
BMU,2007,19,5,162,135,20,13,13,7,16
BMU,2008,20,6,161,139,20,13,13,7,16
BMU,2009,21,6,161,142,20,14,14,7,16
BMU,2010,22,6,162,145,21,14,14,7,16
BMU,2011,23,6,166,148,21,15,14,7,16
BMU,2012,24,6,170,151,21,16,15,7,16
BMU,2013,25,7,177,155,21,16,15,7,17
BMU,2014,26,7,182,159,21,17,16,7,17
BMU,2015,27,7,187,163,22,18,16,7,18
BMU,2016,28,7,193,166,22,18,17,8,18
BMU,2017,29,8,198,171,23,18,17,8,18
BMU,2018,31,8,204,175,24,19,18,8,19
BMU,2019,32,8,209,179,24,19,18,8,19
BTN,1990,18,6,577,212,41,56,300,111,213
BTN,1991,19,7,592,217,43,58,306,112,214
BTN,1992,20,7,606,220,44,59,312,113,214
BTN,1993,21,7,624,226,46,61,320,115,217
BTN,1994,22,8,642,232,49,63,327,118,220
BTN,1995,23,8,663,239,51,65,334,121,224
BTN,1996,25,9,673,244,52,67,339,124,226
BTN,1997,26,9,698,253,55,70,350,129,232
BTN,1998,28,10,720,262,58,73,361,133,237
BTN,1999,29,10,729,263,60,74,367,133,235
BTN,2000,31,11,760,275,64,79,381,139,242
BTN,2001,33,12,775,280,67,82,389,141,243
BTN,2002,35,12,790,285,70,84,397,141,242
BTN,2003,37,13,816,294,74,88,408,144,244
BTN,2004,39,14,836,302,77,92,416,145,245
BTN,2005,42,14,859,309,81,95,425,146,246
BTN,2006,44,15,879,315,85,98,435,147,246
BTN,2007,47,16,905,329,89,103,446,151,251
BTN,2008,49,17,930,340,94,105,459,154,255
BTN,2009,52,18,958,352,99,108,472,157,259
BTN,2010,55,19,983,365,104,111,482,160,262
BTN,2011,58,20,1008,377,109,115,493,162,265
BTN,2012,61,21,1033,388,115,119,502,163,267
BTN,2013,64,21,1056,400,121,124,512,165,269
BTN,2014,66,22,1080,412,127,129,522,167,272
BTN,2015,69,23,1105,424,134,133,533,169,274
BTN,2016,72,24,1128,436,140,137,542,171,277
BTN,2017,75,25,1153,448,144,140,551,173,282
BTN,2018,78,26,1181,461,149,144,561,175,284
BTN,2019,81,27,1208,474,155,147,571,176,285
BOL,1990,405,153,8243,5514,1234,1231,1856,1487,3414
BOL,1991,423,160,8392,5679,1278,1275,1865,1528,3457
BOL,1992,442,167,8561,5872,1332,1327,1878,1575,3510
BOL,1993,460,175,8750,6072,1390,1386,1903,1621,3562
BOL,1994,479,181,8834,6238,1438,1439,1917,1661,3597
BOL,1995,499,190,8982,6456,1500,1512,1950,1714,3654
BOL,1996,520,198,9038,6628,1553,1582,1973,1756,3687
BOL,1997,546,211,9254,6941,1646,1691,2025,1842,3790
BOL,1998,569,222,9358,7166,1715,1792,2065,1907,3858
BOL,1999,593,233,9481,7382,1784,1903,2118,1964,3919
BOL,2000,622,247,9600,7642,1860,2019,2170,2020,3980
BOL,2001,653,260,9695,7873,1924,2122,2220,2074,4037
BOL,2002,687,273,9864,8140,2004,2233,2276,2129,4099
BOL,2003,725,287,10050,8375,2078,2335,2334,2183,4163
BOL,2004,765,301,10242,8617,2146,2421,2392,2230,4221
BOL,2005,803,316,10525,8884,2222,2525,2462,2280,4296
BOL,2006,844,333,10835,9163,2294,2627,2539,2338,4376
BOL,2007,888,349,11198,9505,2391,2745,2623,2400,4464
BOL,2008,933,367,11569,9820,2487,2873,2713,2461,4557
BOL,2009,977,384,11959,10143,2582,3008,2808,2525,4656
BOL,2010,1022,403,12358,10485,2681,3155,2899,2585,4748
BOL,2011,1067,423,12804,10866,2804,3318,2987,2656,4855
BOL,2012,1105,440,13200,11217,2923,3484,3062,2726,4958
BOL,2013,1146,457,13627,11559,3039,3616,3145,2795,5065
BOL,2014,1184,471,14042,11803,3133,3745,3247,2847,5165
BOL,2015,1229,490,14418,12216,3264,3874,3314,2934,5287
BOL,2016,1277,513,14779,12761,3424,4010,3359,3053,5438
BOL,2017,1312,529,15127,13150,3532,4131,3424,3142,5573
BOL,2018,1354,550,15537,13610,3669,4283,3505,3234,5708
BOL,2019,1393,569,15905,14035,3797,4425,3578,3319,5832
BIH,1990,509,180,13830,5786,589,341,1162,759,1315
BIH,1991,543,194,15329,6291,663,374,1261,819,1418
BIH,1992,555,196,15537,6342,680,384,1265,827,1433
BIH,1993,569,199,15837,6433,697,393,1292,838,1452
BIH,1994,579,202,16062,6477,712,400,1309,841,1460
BIH,1995,595,204,16151,6508,724,404,1320,835,1454
BIH,1996,608,207,15997,6550,741,404,1298,811,1408
BIH,1997,609,211,15957,6666,773,407,1267,792,1369
BIH,1998,613,205,14949,6596,765,391,1181,750,1287
BIH,1999,624,209,14764,6777,819,399,1154,734,1254
BIH,2000,657,218,15090,7083,913,419,1172,729,1250
BIH,2001,702,236,16279,7393,1075,456,1229,713,1252
BIH,2002,702,248,16884,7739,1261,493,1268,699,1255
BIH,2003,701,253,16956,7964,1420,515,1279,679,1243
BIH,2004,699,254,16857,8094,1567,531,1262,654,1215
BIH,2005,710,262,17250,8481,1733,558,1299,657,1230
BIH,2006,717,260,16949,8509,1815,564,1262,635,1202
BIH,2007,724,271,17575,8964,1990,597,1301,650,1235
BIH,2008,730,261,16678,8678,1952,575,1229,613,1177
BIH,2009,752,266,16739,8771,2026,583,1225,607,1171
BIH,2010,788,271,16825,8801,2082,590,1221,596,1161
BIH,2011,825,281,17237,8857,2129,597,1239,591,1160
BIH,2012,855,284,17183,8859,2150,596,1222,587,1169
BIH,2013,887,289,17395,9012,2203,605,1224,594,1192
BIH,2014,923,297,17705,9128,2266,614,1230,597,1210
BIH,2015,962,312,18455,9346,2324,643,1239,604,1242
BIH,2016,990,313,18354,9308,2274,647,1199,597,1245
BIH,2017,1017,318,18446,9335,2266,647,1199,594,1238
BIH,2018,1048,323,18683,9431,2288,654,1205,595,1240
BIH,2019,1080,328,18828,9482,2290,658,1204,593,1235
BWA,1990,57,13,1689,740,310,140,463,231,443
BWA,1991,60,14,1775,789,333,150,480,244,468
BWA,1992,63,15,1881,847,360,162,499,259,499
BWA,1993,65,16,1992,905,389,175,518,275,531
BWA,1994,68,18,2119,972,421,191,548,295,570
BWA,1995,70,19,2244,1039,455,206,579,315,608
BWA,1996,72,20,2347,1098,486,221,604,332,640
BWA,1997,74,21,2434,1153,517,235,623,347,667
BWA,1998,76,22,2545,1218,556,250,644,363,698
BWA,1999,79,23,2642,1278,596,264,659,375,720
BWA,2000,81,24,2751,1341,642,279,673,386,742
BWA,2001,83,25,2837,1390,679,290,682,392,754
BWA,2002,85,26,2899,1428,710,300,684,393,758
BWA,2003,86,27,2900,1438,724,304,672,385,746
BWA,2004,87,27,2846,1418,718,300,650,373,725
BWA,2005,90,27,2768,1390,705,293,624,360,701
BWA,2006,93,27,2747,1395,705,292,612,357,694
BWA,2007,96,28,2716,1399,706,289,593,352,681
BWA,2008,100,29,2776,1449,735,298,590,355,685
BWA,2009,104,30,2825,1489,758,308,588,355,686
BWA,2010,108,31,2894,1545,787,321,593,360,692
BWA,2011,113,32,2964,1608,820,334,596,365,700
BWA,2012,117,33,3013,1655,843,346,597,368,704
BWA,2013,122,34,3074,1712,873,359,600,372,708
BWA,2014,127,35,3137,1773,907,374,605,378,718
BWA,2015,132,36,3201,1824,932,386,610,385,729
BWA,2016,137,37,3253,1868,954,397,616,389,736
BWA,2017,142,38,3343,1935,988,412,628,402,758
BWA,2018,147,39,3434,2008,1026,429,639,411,772
BWA,2019,153,41,3519,2076,1061,444,649,418,785
BRA,1990,13314,2891,269723,117672,27284,16255,40254,24474,43933
BRA,1991,13951,2959,266804,119232,27756,16324,40891,24488,44038
BRA,1992,14719,3094,270678,123095,28799,16816,42710,24913,44905
BRA,1993,15589,3304,280562,129215,30572,17655,45747,25965,46772
BRA,1994,16412,3424,282052,132940,31437,18143,47315,26329,47419
BRA,1995,17308,3543,283063,137053,32314,18766,49103,26604,48024
BRA,1996,18292,3696,286928,142403,33084,19670,51461,26864,48882
BRA,1997,19346,3819,286370,146369,33427,20348,52548,26991,49163
BRA,1998,20506,4009,291345,152347,34467,21406,54781,27520,50204
BRA,1999,21681,4176,294045,157697,35622,22410,55801,27998,51242
BRA,2000,22925,4345,295292,162732,36766,23306,56021,28376,52152
BRA,2001,24254,4556,298715,167936,37850,24138,56610,28885,53375
BRA,2002,25745,4797,303435,173241,39146,24910,57466,29422,54660
BRA,2003,27251,5042,308841,178652,40476,25792,58356,30034,56108
BRA,2004,28758,5273,313658,184180,41850,26638,58970,30720,57649
BRA,2005,30196,5419,311589,186595,42513,26861,57962,30664,58050
BRA,2006,31762,5685,317244,192001,44066,27258,58313,31245,59478
BRA,2007,33367,5946,322286,197167,45611,27932,58747,31897,60968
BRA,2008,34941,6224,328313,202719,47260,28861,59338,32644,62671
BRA,2009,36563,6544,334995,208607,48937,29944,60515,33323,64434
BRA,2010,38234,6893,340876,214526,50718,31167,61948,33985,66231
BRA,2011,39782,7241,346499,220411,52766,32609,63235,34641,68009
BRA,2012,41153,7487,347193,224727,53744,33482,63704,34788,68919
BRA,2013,42632,7791,351474,230413,55098,34746,64962,35182,70255
BRA,2014,44168,8089,355512,235262,56290,35868,65974,35307,71242
BRA,2015,45968,8447,363287,241818,57990,37342,67975,35673,72690
BRA,2016,48321,8828,375893,250600,60293,39230,70594,36644,75023
BRA,2017,50594,8990,377468,252787,61107,39789,71523,36319,75027
BRA,2018,52616,9248,386886,258368,63146,40931,73858,37103,76558
BRA,2019,54594,9564,397993,266014,65366,42336,76551,38029,78484
BRN,1990,7,4,317,213,91,30,73,18,37
BRN,1991,8,4,316,214,90,30,72,18,38
BRN,1992,8,4,317,215,90,30,72,19,38
BRN,1993,8,4,317,216,90,30,72,19,39
BRN,1994,8,4,309,213,87,29,70,20,39
BRN,1995,8,4,307,214,85,29,70,20,39
BRN,1996,9,4,304,213,83,29,69,20,40
BRN,1997,9,5,314,219,88,30,72,21,40
BRN,1998,9,5,321,226,93,30,74,21,40
BRN,1999,10,5,324,233,97,31,76,20,40
BRN,2000,10,5,326,241,101,32,75,20,39
BRN,2001,11,6,326,246,103,33,73,20,38
BRN,2002,11,6,336,257,108,34,75,20,38
BRN,2003,12,7,349,273,115,37,76,20,39
BRN,2004,12,7,355,287,120,39,76,20,39
BRN,2005,13,7,361,299,125,41,75,21,40
BRN,2006,13,7,364,310,128,43,74,21,40
BRN,2007,14,8,360,320,129,45,72,21,41
BRN,2008,14,8,358,329,128,46,72,21,41
BRN,2009,15,8,368,345,131,49,73,22,42
BRN,2010,16,9,377,363,136,52,74,23,44
BRN,2011,16,9,383,377,138,54,74,23,45
BRN,2012,17,9,390,394,141,57,75,24,47
BRN,2013,18,10,407,416,146,61,78,25,49
BRN,2014,19,10,421,434,149,65,79,26,51
BRN,2015,19,11,436,453,152,68,81,27,53
BRN,2016,20,11,453,473,153,72,83,28,55
BRN,2017,21,12,472,491,159,74,86,29,57
BRN,2018,22,12,491,510,165,76,90,30,59
BRN,2019,24,13,508,528,171,78,93,31,61
BGR,1990,1464,606,69642,17101,2108,746,3786,2246,3786
BGR,1991,1554,615,70746,16338,2172,774,3680,2240,3757
BGR,1992,1659,632,74062,15793,2274,817,3716,2373,3912
BGR,1993,1738,669,78937,14764,2340,880,3762,2500,4059
BGR,1994,1788,702,83122,14494,2496,963,3816,2653,4246
BGR,1995,1831,726,85801,14179,2640,1020,3812,2699,4294
BGR,1996,1872,754,88414,14043,2732,1071,3845,2701,4284
BGR,1997,1901,780,91942,14245,2877,1127,3941,2761,4336
BGR,1998,1911,764,89719,14094,2787,1144,3809,2675,4166
BGR,1999,1936,754,87124,13925,2723,1155,3623,2523,3935
BGR,2000,1978,771,87470,14329,2751,1227,3636,2531,3939
BGR,2001,2024,780,86391,14747,2709,1271,3556,2518,3924
BGR,2002,2060,794,85571,15396,2693,1297,3427,2476,3887
BGR,2003,2095,805,84189,16310,2667,1368,3358,2459,3888
BGR,2004,2148,816,82849,17868,2640,1434,3281,2478,3952
BGR,2005,2223,840,83135,19242,2667,1589,3265,2562,4124
BGR,2006,2314,864,83265,20346,2708,1694,3236,2591,4217
BGR,2007,2387,873,81458,21077,2636,1763,3163,2587,4243
BGR,2008,2454,875,79473,21568,2556,1804,3051,2585,4254
BGR,2009,2527,880,78258,21896,2462,1840,2952,2578,4249
BGR,2010,2612,896,78239,22215,2368,1881,2893,2574,4286
BGR,2011,2698,906,77662,22455,2285,1904,2866,2584,4320
BGR,2012,2776,906,76151,22437,2202,1897,2827,2573,4330
BGR,2013,2845,901,74624,22346,2122,1891,2805,2579,4351
BGR,2014,2926,930,76808,22915,2195,1953,2894,2706,4543
BGR,2015,2983,939,76745,22744,2221,1953,2916,2715,4539
BGR,2016,3034,945,76814,22444,2242,1936,2945,2724,4529
BGR,2017,3081,955,76978,22221,2267,1927,2966,2723,4517
BGR,2018,3126,987,78759,22179,2340,1950,3021,2722,4529
BGR,2019,3146,1000,79119,22009,2377,1950,3036,2707,4507
BFA,1990,519,151,9365,4367,1371,1248,1658,2276,3776
BFA,1991,539,155,9411,4380,1387,1269,1658,2282,3795
BFA,1992,562,159,9580,4437,1421,1302,1677,2313,3847
BFA,1993,585,163,9792,4505,1463,1339,1704,2351,3911
BFA,1994,609,168,10019,4576,1506,1376,1732,2387,3972
BFA,1995,635,172,10266,4661,1553,1417,1764,2428,4040
BFA,1996,661,176,10468,4702,1581,1446,1776,2438,4064
BFA,1997,684,181,10734,4815,1623,1491,1804,2474,4119
BFA,1998,709,185,10933,4948,1670,1538,1837,2491,4146
BFA,1999,721,187,11607,4994,1679,1554,1839,2631,4364
BFA,2000,750,196,12371,5138,1713,1604,1881,2823,4671
BFA,2001,749,196,12845,5159,1700,1600,1803,2734,4521
BFA,2002,765,203,13703,5261,1720,1629,1772,2711,4488
BFA,2003,779,209,13835,5437,1759,1662,1806,2732,4506
BFA,2004,802,218,14245,5655,1812,1705,1847,2781,4571
BFA,2005,823,225,14696,5863,1860,1743,1883,2832,4642
BFA,2006,847,232,15078,5999,1894,1776,1907,2661,4674
BFA,2007,853,234,15406,6110,1921,1795,1914,2521,4667
BFA,2008,880,244,15917,6253,1953,1839,1947,2420,4691
BFA,2009,896,250,16485,6421,1996,1884,1981,2354,4717
BFA,2010,929,262,16924,6748,2090,1978,2053,2371,4854
BFA,2011,946,267,17225,6993,2160,2032,2102,2359,4916
BFA,2012,981,277,17803,7367,2265,2139,2189,2410,5085
BFA,2013,1021,290,18427,7792,2381,2252,2287,2482,5284
BFA,2014,1042,294,18949,8165,2474,2346,2353,2546,5434
BFA,2015,1091,309,19870,8576,2583,2467,2444,2631,5636
BFA,2016,1098,310,20400,9017,2690,2570,2521,2753,5889
BFA,2017,1149,323,21148,9477,2806,2680,2612,2882,6147
BFA,2018,1200,335,21796,9876,2910,2772,2683,2960,6306
BFA,2019,1245,344,22151,10125,2975,2822,2714,2993,6369
BDI,1990,235,79,8711,3494,1038,741,2249,1459,2403
BDI,1991,240,80,8761,3533,1049,746,2237,1473,2417
BDI,1992,244,81,8793,3561,1060,750,2218,1489,2432
BDI,1993,249,82,8894,3630,1081,766,2228,1528,2494
BDI,1994,253,82,8888,3652,1089,771,2207,1547,2519
BDI,1995,256,84,8910,3680,1103,776,2200,1566,2540
BDI,1996,258,83,8829,3679,1106,777,2169,1578,2551
BDI,1997,262,83,8663,3651,1100,771,2118,1581,2551
BDI,1998,266,83,8493,3633,1095,767,2068,1588,2554
BDI,1999,271,82,8249,3585,1080,757,2006,1569,2519
BDI,2000,275,82,8115,3550,1074,754,1962,1554,2494
BDI,2001,278,81,7864,3470,1045,735,1892,1517,2435
BDI,2002,286,81,7818,3491,1041,738,1887,1515,2440
BDI,2003,294,82,7830,3546,1046,742,1890,1527,2458
