code,year,d_drowning,d_interpersonal_violence,d_exposure_to_forces_of_nature,d_road_injuries,d_poisonings,d_fire_heat_and_hot_substances
SVK,1992,203,172,0,989,53,73
SVK,1993,185,167,0,931,49,69
SVK,1994,180,167,0,893,44,67
SVK,1995,177,166,1,898,42,67
SVK,1996,169,164,1,872,38,65
SVK,1997,176,173,0,923,38,67
SVK,1998,180,177,55,940,37,69
SVK,1999,176,178,4,904,35,67
SVK,2000,173,178,2,862,34,73
SVK,2001,172,177,6,832,33,66
SVK,2002,175,180,1,815,33,69
SVK,2003,172,179,1,792,33,71
SVK,2004,167,178,5,737,33,72
SVK,2005,173,180,3,718,34,76
SVK,2006,171,185,1,669,34,79
SVK,2007,177,184,0,654,35,92
SVK,2008,173,169,1,634,33,77
SVK,2009,166,158,10,582,32,73
SVK,2010,160,146,6,534,30,69
SVK,2011,152,142,0,512,29,68
SVK,2012,146,135,0,481,28,66
SVK,2013,140,129,2,447,26,63
SVK,2014,141,127,3,439,26,63
SVK,2015,141,127,0,452,27,64
SVK,2016,132,122,0,425,25,61
SVK,2017,128,120,0,422,25,61
SVK,2018,128,119,0,425,25,61
SVK,2019,127,118,0,427,25,62
SVN,1990,41,45,1,480,13,18
SVN,1991,39,45,0,465,13,17
SVN,1992,39,44,0,455,13,17
SVN,1993,37,32,2,447,13,15
SVN,1994,38,39,1,440,14,14
SVN,1995,35,44,2,420,15,15
SVN,1996,35,43,3,404,15,16
SVN,1997,34,47,1,390,15,15
SVN,1998,36,33,1,372,15,15
SVN,1999,34,39,2,353,13,13
SVN,2000,32,33,0,332,12,13
SVN,2001,33,27,1,329,12,14
SVN,2002,32,35,0,305,10,14
SVN,2003,31,35,1,298,11,14
SVN,2004,28,41,2,283,10,13
SVN,2005,26,29,1,262,9,12
SVN,2006,27,26,2,261,9,12
SVN,2007,27,27,10,247,8,13
SVN,2008,26,20,1,223,7,13
SVN,2009,25,20,4,196,6,13
SVN,2010,24,17,7,179,6,12
SVN,2011,23,22,0,164,6,12
SVN,2012,23,20,1,158,6,12
SVN,2013,22,23,3,147,6,12
SVN,2014,20,22,3,132,6,11
SVN,2015,21,19,1,139,6,12
SVN,2016,21,19,0,137,6,11
SVN,2017,21,19,0,137,6,11
SVN,2018,21,19,0,136,6,11
SVN,2019,20,19,0,136,6,11
SLB,1990,60,28,0,84,7,12
SLB,1991,62,29,0,86,7,13
SLB,1992,64,29,0,89,7,13
SLB,1993,67,31,4,91,7,13
SLB,1994,69,32,0,94,7,14
SLB,1995,71,33,0,96,8,14
SLB,1996,74,34,0,99,8,14
SLB,1997,77,35,0,102,8,14
SLB,1998,83,36,0,106,8,15
SLB,1999,87,38,0,109,9,16
SLB,2000,91,39,0,113,10,16
SLB,2001,94,40,0,116,11,16
SLB,2002,97,41,0,119,13,17
SLB,2003,98,42,0,122,13,17
SLB,2004,99,43,0,124,14,17
SLB,2005,101,44,0,127,14,17
SLB,2006,103,44,0,130,15,17
SLB,2007,106,44,52,132,15,18
SLB,2008,105,41,0,130,15,17
SLB,2009,108,40,21,135,16,18
SLB,2010,110,38,2,137,16,18
SLB,2011,113,37,0,142,16,19
SLB,2012,113,35,0,144,16,19
SLB,2013,115,34,10,147,16,19
SLB,2014,117,32,47,150,17,19
SLB,2015,119,31,9,153,17,20
SLB,2016,120,29,0,154,16,20
SLB,2017,120,31,0,155,19,20
SLB,2018,121,34,0,153,22,20
SLB,2019,122,34,0,156,22,20
SOM,1990,470,491,0,1413,285,310
SOM,1991,453,461,0,1411,280,302
SOM,1992,456,4007,0,1482,286,306
SOM,1993,468,1048,0,1559,296,314
SOM,1994,482,1052,130,1638,306,323
SOM,1995,499,1082,20,1725,318,334
SOM,1996,516,1336,3,1811,330,345
SOM,1997,534,1200,2311,1901,344,357
SOM,1998,549,1361,0,1987,356,368
SOM,1999,559,1631,0,2054,366,377
SOM,2000,568,1393,0,2107,374,384
SOM,2001,576,1525,0,2153,381,391
SOM,2002,591,1873,0,2226,394,414
SOM,2003,604,1831,1,2296,405,414
SOM,2004,615,2126,298,2359,416,423
SOM,2005,622,1810,12,2408,424,429
SOM,2006,633,2160,102,2447,432,437
SOM,2007,687,1629,25,2583,460,469
SOM,2008,756,1817,0,2729,494,507
SOM,2009,788,2409,0,2814,510,527
SOM,2010,813,2318,11,2887,524,543
SOM,2011,819,1927,0,2942,531,549
SOM,2012,825,2159,31,3003,538,556
SOM,2013,832,1961,169,3083,547,563
SOM,2014,832,2049,0,3160,554,568
SOM,2015,825,2136,0,3236,559,570
SOM,2016,845,2288,9,3365,575,585
SOM,2017,828,2384,0,3431,578,583
SOM,2018,854,2572,58,3381,599,602
SOM,2019,880,2578,0,3476,618,621
ZAF,1990,2304,22158,12,19126,816,2266
ZAF,1991,2311,22225,0,19507,811,2292
ZAF,1992,2362,23295,0,20975,849,2407
ZAF,1993,2231,23049,19,19446,783,2273
ZAF,1994,2227,23300,2,20124,792,2325
ZAF,1995,2233,23500,104,20155,765,2317
ZAF,1996,2191,23197,172,19695,733,2289
ZAF,1997,2358,24552,20,22495,807,2526
ZAF,1998,2368,25624,19,23292,820,2618
ZAF,1999,2277,25722,53,22906,802,2545
ZAF,2000,2342,26040,98,24428,838,2647
ZAF,2001,2253,25986,19,24000,811,2634
ZAF,2002,2251,26334,41,24799,820,2659
ZAF,2003,2261,26617,4,25733,829,2717
ZAF,2004,2214,26248,3,25712,808,2699
ZAF,2005,2138,25736,2,25240,767,2652
ZAF,2006,2090,24926,12,25217,737,2638
ZAF,2007,1957,23833,0,24069,677,2553
ZAF,2008,1834,22954,17,23409,636,2469
ZAF,2009,1737,22133,35,22400,597,2349
ZAF,2010,1697,21536,20,21011,566,2311
ZAF,2011,1639,20303,66,19198,540,2176
ZAF,2012,1573,19910,16,18501,531,2105
ZAF,2013,1470,19649,5,18016,520,2077
ZAF,2014,1490,19618,34,18142,524,2106
ZAF,2015,1506,19188,0,17945,521,2121
ZAF,2016,1474,18248,13,17345,507,2067
ZAF,2017,1502,18162,23,17671,507,2102
ZAF,2018,1515,18792,0,18649,511,2131
ZAF,2019,1511,19122,68,19239,511,2179
WB,1990,135961,53536,3087,154552,11071,28176
WB,1991,134636,53092,143673,160413,11111,28550
WB,1992,132465,54937,3187,164680,11144,28858
WB,1993,131436,56273,14241,168262,10826,28770
WB,1994,130140,56795,3106,172293,10771,28705
WB,1995,128436,57653,5637,175163,10683,29105
WB,1996,125233,58580,4590,178632,10661,28831
WB,1997,125832,59421,3470,189355,10683,29994
WB,1998,124924,60856,15808,194841,10528,30003
WB,1999,121192,61706,11901,199645,10448,30378
WB,2000,117778,62387,2769,202552,10318,30390
WB,2001,114312,62722,21435,204168,10089,30271
WB,2002,107495,64119,2863,203402,9772,29620
WB,2003,102357,62898,1895,201170,9521,28858
WB,2004,100499,63492,54478,203542,9562,28688
WB,2005,100996,64490,78706,211749,9595,29156
WB,2006,99611,65011,2535,219927,9563,29410
WB,2007,97724,65561,9010,227693,9503,29339
WB,2008,96277,66572,3544,237584,9654,29705
WB,2009,92918,65263,2343,240088,9463,29505
WB,2010,91169,65337,3824,245442,9291,30052
WB,2011,89574,65107,1688,252005,9296,30266
WB,2012,87627,62583,1747,257253,8944,29629
WB,2013,83245,62917,7841,253120,8875,29673
WB,2014,76821,60179,2706,245146,8101,29070
WB,2015,74501,61738,11484,241439,8058,29097
WB,2016,70799,62428,1950,240270,7722,29427
WB,2017,68221,62960,3329,241518,7603,29459
WB,2018,69489,64446,1635,250498,7695,30535
WB,2019,69236,64689,2668,254305,7701,31114
KOR,1990,2467,808,154,15004,914,866
KOR,1991,2391,824,126,15731,909,862
KOR,1992,2346,848,5,16047,882,861
KOR,1993,2283,867,43,16227,846,855
KOR,1994,2134,912,28,16589,828,865
KOR,1995,2107,938,124,16259,768,842
KOR,1996,2040,980,144,15783,701,824
KOR,1997,1962,1035,31,14818,628,798
KOR,1998,1833,1097,607,13664,552,769
KOR,1999,1635,1137,115,12511,475,811
KOR,2000,1504,1188,67,11567,404,709
KOR,2001,1342,1227,109,10504,353,676
KOR,2002,1223,1246,283,9784,315,651
KOR,2003,1142,1264,156,9371,294,1062
KOR,2004,1065,1277,49,8835,278,602
KOR,2005,979,1256,42,8362,266,574
KOR,2006,912,1227,95,7960,255,551
KOR,2007,876,1187,26,7777,248,537
KOR,2008,840,1134,21,7648,244,529
KOR,2009,831,1073,13,7562,241,525
KOR,2010,809,1014,22,7402,237,533
KOR,2011,783,949,147,7170,229,518
KOR,2012,766,891,26,6981,229,519
KOR,2013,742,843,10,6758,214,515
KOR,2014,698,796,52,6563,205,511
KOR,2015,670,761,1,6393,197,513
KOR,2016,705,737,10,6293,193,509
KOR,2017,660,738,0,6464,199,553
KOR,2018,675,741,0,6655,204,575
KOR,2019,691,746,0,6882,212,557
SSD,1990,306,282,0,905,179,227
SSD,1991,305,290,0,902,178,225
SSD,1992,304,311,0,923,180,227
SSD,1993,309,336,0,939,181,228
SSD,1994,303,356,0,950,181,227
SSD,1995,325,405,0,1019,188,236
SSD,1996,314,419,0,1010,186,233
SSD,1997,300,410,0,957,179,224
SSD,1998,292,429,0,952,177,222
SSD,1999,283,443,0,939,174,217
SSD,2000,278,461,0,931,172,215
SSD,2001,265,450,0,888,167,208
SSD,2002,262,454,0,873,166,206
SSD,2003,262,478,0,892,167,208
SSD,2004,266,503,0,919,171,212
SSD,2005,277,521,0,945,178,222
SSD,2006,295,552,0,986,184,230
SSD,2007,304,577,0,1012,188,236
SSD,2008,305,591,17,1022,191,240
SSD,2009,298,611,0,1027,192,242
SSD,2010,290,621,0,1021,190,238
SSD,2011,286,1600,0,1021,190,237
SSD,2012,288,1161,47,1034,192,240
SSD,2013,296,826,99,1046,195,244
SSD,2014,292,654,0,1040,193,242
SSD,2015,287,883,0,1011,188,236
SSD,2016,271,877,0,970,179,225
SSD,2017,251,1065,0,955,170,214
SSD,2018,242,1046,0,978,168,211
SSD,2019,233,874,110,991,166,259
WHO,1990,156510,57896,3344,232972,12730,29210
WHO,1991,154358,57534,142228,239599,12754,29653
WHO,1992,151663,58572,3675,244116,12665,29739
WHO,1993,149886,59588,13519,248751,12246,29603
WHO,1994,148294,59913,3350,254384,12053,29400
WHO,1995,146229,61784,4800,259164,11832,29700
WHO,1996,142784,61112,4875,263881,11722,29362
WHO,1997,142427,61758,3334,271015,11545,30816
WHO,1998,141830,62535,7748,274431,11414,30360
WHO,1999,138407,63705,11733,280146,11302,30774
WHO,2000,135177,63700,3463,281235,11138,30697
WHO,2001,131777,63097,22152,280388,10860,30537
WHO,2002,124894,62995,1982,277862,10497,29915
WHO,2003,119022,61052,1901,272249,10180,28989
WHO,2004,116248,60214,229157,269280,10195,28819
WHO,2005,116106,60424,5565,274334,10178,29189
WHO,2006,114084,60049,9702,280204,10052,29426
WHO,2007,111808,59526,9166,286563,9884,29444
WHO,2008,109864,59309,140515,293934,9868,29667
WHO,2009,106110,57481,3679,294200,9567,29490
WHO,2010,103978,56769,3012,297547,9291,29999
WHO,2011,101866,56328,2318,302425,9244,30154
WHO,2012,99343,53700,1178,306587,8731,29452
WHO,2013,94257,53428,7256,300140,8552,29428
WHO,2014,87082,51611,2136,291114,8259,28670
WHO,2015,84290,52331,10680,287231,8123,28669
WHO,2016,80394,52683,2409,285941,7728,28900
WHO,2017,77482,52804,3140,286069,7573,28923
WHO,2018,78653,53649,7244,294142,7685,30023
WHO,2019,78075,54092,3058,297528,7622,30598
ESP,1990,837,445,10,9336,208,338
ESP,1991,803,414,1,9108,204,323
ESP,1992,755,405,0,8528,195,312
ESP,1993,713,408,1,7951,187,299
ESP,1994,690,399,16,7525,181,341
ESP,1995,667,397,14,7279,176,281
ESP,1996,654,385,175,7114,170,279
ESP,1997,638,401,47,7072,163,277
ESP,1998,629,407,0,7092,156,278
ESP,1999,619,427,7,7055,147,279
ESP,2000,612,471,10,6866,138,272
ESP,2001,604,492,6,6645,134,272
ESP,2002,592,506,33,6436,127,272
ESP,2003,605,529,7,6232,128,316
ESP,2004,591,593,9,5762,125,312
ESP,2005,574,477,26,5379,127,312
ESP,2006,563,466,7,4916,120,273
ESP,2007,554,436,13,4528,117,260
ESP,2008,539,450,15,4054,116,256
ESP,2009,519,423,7,3604,112,245
ESP,2010,492,395,11,3235,110,239
ESP,2011,483,396,16,2979,112,236
ESP,2012,469,363,13,2762,112,260
ESP,2013,448,350,11,2546,111,229
ESP,2014,444,348,3,2479,110,232
ESP,2015,442,324,6,2459,109,239
ESP,2016,434,324,8,2435,109,238
ESP,2017,429,328,0,2465,108,240
ESP,2018,429,334,15,2535,108,238
ESP,2019,425,335,0,2570,108,239
LKA,1990,1257,1219,33,2611,174,428
LKA,1991,1135,1130,27,2459,149,403
LKA,1992,1092,1130,15,2448,135,398
LKA,1993,1011,1143,73,2395,121,382
LKA,1994,1065,1234,0,2592,122,398
LKA,1995,1133,1287,3,2870,126,411
LKA,1996,1216,1359,0,3097,134,437
LKA,1997,1310,1374,10,3436,162,468
LKA,1998,1233,1322,2,3311,124,450
LKA,1999,1234,1306,7,3421,119,457
LKA,2000,1277,1312,10,3592,119,472
LKA,2001,1193,1237,0,3395,108,446
LKA,2002,1120,1184,2,3250,99,433
LKA,2003,1124,1160,235,3297,98,435
LKA,2004,1086,1201,35405,3246,96,425
LKA,2005,1200,1184,6,3486,106,439
LKA,2006,1119,1251,29,3532,96,407
LKA,2007,1070,1096,33,3493,87,386
LKA,2008,1068,1001,57,3556,81,376
LKA,2009,983,881,4,3327,72,363
LKA,2010,930,789,37,3195,64,350
LKA,2011,952,768,87,3274,65,352
LKA,2012,942,730,53,3225,63,342
LKA,2013,904,699,117,3085,60,335
LKA,2014,906,694,316,3108,60,339
LKA,2015,918,708,30,3164,61,344
LKA,2016,915,723,274,3210,62,349
LKA,2017,919,732,329,3227,62,352
LKA,2018,932,758,34,3283,64,359
LKA,2019,928,768,0,3309,64,363
WB,1990,29300,50835,290,125206,18277,20710
WB,1991,29503,53735,574,127921,18296,20878
WB,1992,29623,60647,9,131865,18563,21232
WB,1993,29614,64043,102,132395,18593,21264
WB,1994,29595,59376,819,135289,18702,21475
WB,1995,29488,59681,344,137613,18731,21552
WB,1996,29205,61464,448,139196,18684,21521
WB,1997,29405,62684,3168,143634,18905,21839
WB,1998,29316,65662,378,147429,18967,22218
WB,1999,29226,68581,710,149639,19054,22207
WB,2000,29212,71043,1385,153384,19240,22561
WB,2001,29015,70154,710,154596,19130,22627
WB,2002,29126,73238,688,157606,19310,22816
WB,2003,29236,72589,498,161330,19439,23017
WB,2004,29175,73724,911,163856,19571,23289
WB,2005,29520,72748,482,165553,19748,23561
WB,2006,29844,73763,1500,167997,19978,23933
WB,2007,29721,73055,944,168858,20030,24112
WB,2008,29165,73144,605,169194,19927,24016
WB,2009,28973,75248,628,169698,19888,24014
WB,2010,28563,74568,1238,169904,19996,23958
WB,2011,28120,75691,802,169925,19756,23880
WB,2012,28002,74910,961,171262,19850,24003
WB,2013,27707,77161,952,172175,19901,24189
WB,2014,27712,79411,514,174212,19985,24399
WB,2015,27388,78961,1121,176530,19928,24643
WB,2016,27232,79762,1157,177460,19969,24660
WB,2017,26535,82449,2590,178977,19862,24579
WB,2018,25995,85027,1047,180603,19784,24611
WB,2019,25378,82480,1642,182017,19670,24607
SDN,1990,2855,121,0,6828,1024,1961
SDN,1991,2829,1087,0,6973,1024,1956
SDN,1992,2809,1124,0,7085,1028,1956
SDN,1993,2802,4093,24,7143,1024,1952
SDN,1994,2770,235,8,7195,1020,1940
SDN,1995,2716,188,0,7196,1007,1942
SDN,1996,2679,478,152,7185,990,1891
SDN,1997,2627,745,8,7178,979,1866
SDN,1998,2559,516,103,7140,965,1883
SDN,1999,2468,667,38,7063,945,1793
SDN,2000,2390,548,0,7017,932,1749
SDN,2001,2268,253,3,6955,907,1677
SDN,2002,2165,409,33,6920,881,1614
SDN,2003,2025,487,20,6793,843,1532
SDN,2004,1956,602,0,6789,825,1489
SDN,2005,2062,998,5,6977,861,1543
SDN,2006,2044,1024,27,7024,860,1534
SDN,2007,1988,1498,150,7065,843,1502
SDN,2008,1924,1004,0,7083,823,1468
SDN,2009,1852,2831,20,7085,799,1428
SDN,2010,1726,1335,36,7005,758,1359
SDN,2011,1618,1639,20,6956,727,1300
SDN,2012,1578,710,35,7016,712,1278
SDN,2013,1518,1977,76,7032,692,1247
SDN,2014,1536,1612,39,7165,700,1260
SDN,2015,1473,1559,20,7148,677,1223
SDN,2016,1421,860,171,7202,660,1196
SDN,2017,1358,948,25,7243,642,1163
SDN,2018,1312,767,46,7315,628,1139
SDN,2019,1256,626,0,7349,612,1110
SUR,1990,27,33,0,85,5,11
SUR,1991,27,33,0,89,5,12
SUR,1992,28,34,0,94,5,12
SUR,1993,29,35,0,101,5,12
SUR,1994,27,35,0,94,4,11
SUR,1995,23,34,0,79,3,10
SUR,1996,22,34,0,73,3,10
SUR,1997,22,35,0,74,3,10
SUR,1998,24,38,0,80,2,11
SUR,1999,25,40,0,85,2,11
SUR,2000,23,39,0,80,2,11
SUR,2001,23,39,0,79,2,10
SUR,2002,24,41,0,83,2,11
SUR,2003,26,45,0,88,2,11
SUR,2004,27,47,0,91,2,11
SUR,2005,27,49,0,91,2,11
SUR,2006,27,50,0,92,2,11
SUR,2007,28,51,0,95,2,11
SUR,2008,28,50,0,97,2,11
SUR,2009,28,50,0,97,2,11
SUR,2010,28,51,0,97,1,11
SUR,2011,27,51,0,96,1,10
SUR,2012,26,49,0,92,1,10
SUR,2013,27,49,0,93,1,11
SUR,2014,26,48,0,92,1,11
SUR,2015,27,49,0,97,2,11
SUR,2016,28,49,0,99,2,12
SUR,2017,28,49,0,100,2,12
SUR,2018,27,49,0,101,2,12
SUR,2019,28,49,0,102,2,12
SWE,1990,138,144,1,937,71,122
SWE,1991,142,159,1,906,72,125
SWE,1992,137,156,0,863,68,122
SWE,1993,138,146,1,823,64,123
SWE,1994,134,142,0,791,59,120
SWE,1995,132,133,0,732,56,119
SWE,1996,127,142,2,696,50,119
SWE,1997,131,134,3,670,42,117
SWE,1998,129,137,1,655,37,173
SWE,1999,129,140,5,645,34,110
SWE,2000,129,126,1,630,31,110
SWE,2001,129,122,4,617,31,110
SWE,2002,127,133,1,593,29,110
SWE,2003,123,119,7,578,29,105
SWE,2004,121,125,2,565,29,102
SWE,2005,115,124,6,534,28,99
SWE,2006,113,118,4,516,29,97
SWE,2007,110,137,3,501,29,99
SWE,2008,106,118,0,478,30,99
SWE,2009,101,122,0,453,31,100
SWE,2010,94,122,1,426,31,97
SWE,2011,95,118,0,414,31,94
SWE,2012,97,114,4,402,33,93
SWE,2013,98,122,11,392,34,91
SWE,2014,99,121,0,385,34,89
SWE,2015,99,131,0,377,34,90
SWE,2016,98,125,1,370,34,89
SWE,2017,95,132,1,362,34,90
SWE,2018,94,122,0,369,33,89
SWE,2019,93,120,0,368,33,89
CHE,1990,90,115,5,1017,10,50
CHE,1991,93,117,0,989,11,52
CHE,1992,94,124,0,935,11,53
CHE,1993,90,136,2,874,11,53
CHE,1994,91,118,0,832,11,53
CHE,1995,82,93,9,761,11,52
CHE,1996,76,92,14,691,11,53
CHE,1997,76,104,22,652,11,53
CHE,1998,74,84,5,629,11,52
CHE,1999,73,89,27,604,11,50
CHE,2000,71,81,29,593,11,50
CHE,2001,70,90,20,557,11,49
CHE,2002,67,89,19,539,11,47
CHE,2003,64,78,9,524,10,46
CHE,2004,59,85,10,498,10,45
CHE,2005,55,76,25,466,10,44
CHE,2006,55,62,12,444,10,42
CHE,2007,54,63,9,429,10,41
CHE,2008,52,58,11,415,11,40
CHE,2009,52,65,12,405,10,40
CHE,2010,52,55,16,384,10,40
CHE,2011,52,56,13,370,10,40
CHE,2012,52,55,11,360,10,40
CHE,2013,53,56,16,349,10,39
CHE,2014,52,50,13,337,10,38
CHE,2015,53,55,19,326,11,38
CHE,2016,51,49,10,320,10,38
CHE,2017,51,52,8,325,10,38
CHE,2018,51,53,0,332,10,39
CHE,2019,52,54,4,338,10,39
SYR,1990,303,193,0,2045,131,265
SYR,1991,309,189,0,2096,132,269
SYR,1992,313,186,0,2182,132,274
SYR,1993,311,187,0,2122,128,270
SYR,1994,315,195,0,2129,128,272
SYR,1995,315,214,0,2143,128,270
SYR,1996,308,237,0,2151,120,278
SYR,1997,302,265,0,2157,114,282
SYR,1998,303,307,0,2191,110,290
SYR,1999,291,350,0,2138,103,289
SYR,2000,268,358,0,2104,97,269
SYR,2001,254,358,27,2072,93,233
SYR,2002,242,352,80,2087,90,238
SYR,2003,209,345,0,1941,82,214
SYR,2004,201,350,5,1970,85,209
SYR,2005,204,370,0,2060,91,205
SYR,2006,210,393,6,2156,98,207
SYR,2007,205,411,0,2177,101,205
SYR,2008,215,430,0,2253,105,212
SYR,2009,213,439,0,2240,101,207
SYR,2010,221,453,0,2294,97,204
SYR,2011,215,405,0,2259,99,201
SYR,2012,197,356,0,2094,94,188
SYR,2013,181,316,0,1972,90,176
SYR,2014,170,294,0,1891,86,167
SYR,2015,158,281,13,1824,81,185
SYR,2016,151,278,0,1794,78,153
SYR,2017,144,310,0,1789,76,149
SYR,2018,140,287,0,1873,75,148
SYR,2019,137,300,0,1901,74,147
TWN,1990,1624,542,10,7771,597,430
TWN,1991,1519,506,36,7675,581,420
TWN,1992,1454,498,6,7686,555,427
TWN,1993,1414,530,1,7690,525,433
TWN,1994,1364,642,6,7669,482,420
TWN,1995,1320,902,3,7536,437,402
TWN,1996,1271,955,28,7327,400,380
TWN,1997,1166,952,54,6813,349,334
TWN,1998,1115,930,20,6428,307,306
TWN,1999,1037,852,2352,5979,280,269
TWN,2000,1021,826,38,5800,266,252
TWN,2001,976,802,138,5475,238,227
TWN,2002,892,798,4,5207,211,203
TWN,2003,836,734,3,5001,184,189
TWN,2004,812,687,46,5001,167,178
TWN,2005,802,672,25,5014,154,171
TWN,2006,747,633,9,4782,134,159
TWN,2007,685,553,7,4501,113,148
TWN,2008,638,467,15,4318,101,144
TWN,2009,592,503,600,4133,92,137
TWN,2010,550,395,46,4023,85,133
TWN,2011,551,335,1,4094,81,141
TWN,2012,531,348,20,3953,79,142
TWN,2013,500,333,4,3783,74,136
TWN,2014,496,334,0,3798,74,141
TWN,2015,484,309,9,3694,70,138
TWN,2016,494,296,115,3762,72,143
TWN,2017,499,329,6,3812,75,142
TWN,2018,506,339,91,3872,77,143
TWN,2019,508,343,0,3905,78,144
TJK,1990,771,297,43,696,108,355
TJK,1991,776,385,0,691,120,362
TJK,1992,840,1012,1601,727,147,384
TJK,1993,919,691,5,725,198,409
TJK,1994,1017,808,0,740,180,443
TJK,1995,990,825,0,658,169,429
TJK,1996,963,813,0,606,161,414
TJK,1997,941,714,40,564,152,401
TJK,1998,900,596,62,516,139,386
TJK,1999,866,489,27,474,128,372
TJK,2000,838,399,0,452,120,359
TJK,2001,815,337,1,437,111,350
TJK,2002,793,293,35,425,105,342
TJK,2003,762,251,7,424,98,334
TJK,2004,755,217,0,438,96,335
TJK,2005,741,190,24,458,96,331
TJK,2006,735,174,25,474,94,346
TJK,2007,727,161,49,491,91,325
TJK,2008,720,158,0,512,86,320
TJK,2009,712,153,21,530,81,314
TJK,2010,701,163,75,547,74,306
TJK,2011,689,169,0,568,67,298
TJK,2012,667,176,2,582,59,287
TJK,2013,639,187,0,584,51,274
TJK,2014,619,194,20,600,45,263
TJK,2015,613,203,12,640,39,254
TJK,2016,603,211,4,667,33,244
TJK,2017,609,218,13,677,37,251
TJK,2018,612,226,6,689,39,254
TJK,2019,621,234,0,705,41,259
TZA,1990,993,1558,189,3738,806,820
TZA,1991,969,1603,0,3773,802,818
TZA,1992,959,1644,0,3818,801,818
TZA,1993,930,1698,54,3890,803,822
TZA,1994,945,1745,35,3947,802,863
TZA,1995,914,1800,3,3989,797,820
TZA,1996,912,1857,0,4030,798,827
TZA,1997,975,1919,83,4109,903,838
TZA,1998,962,1990,61,4229,814,853
TZA,1999,991,2045,0,4265,812,862
TZA,2000,986,2097,37,4238,800,861
TZA,2001,1032,2162,18,4255,804,873
TZA,2002,1131,2256,11,4334,829,909
TZA,2003,1167,2386,0,4499,872,966
TZA,2004,1231,2483,10,4597,898,998
TZA,2005,1227,2560,3,4633,911,1014
TZA,2006,1352,2641,0,4768,945,1056
TZA,2007,1322,2722,0,4879,965,1082
TZA,2008,1294,2765,73,4927,963,1078
TZA,2009,1392,2863,29,5060,994,1137
TZA,2010,1376,2905,9,5118,1000,1138
TZA,2011,1413,2939,37,5190,1010,1155
TZA,2012,1421,3030,10,5335,1042,1201
TZA,2013,1454,3112,0,5447,1054,1220
TZA,2014,1339,3136,31,5367,1014,1168
TZA,2015,1432,3262,59,5521,1048,1223
TZA,2016,1437,3328,33,5609,1048,1228
TZA,2017,1371,3372,7,5710,1043,1224
TZA,2018,1322,3424,15,5782,1032,1212
TZA,2019,1270,3462,0,5824,1020,1198
THA,1990,6154,9143,49,22029,273,557
THA,1991,5973,9449,55,23369,281,594
THA,1992,5924,9545,6,24581,288,586
THA,1993,5943,9800,45,26577,302,612
THA,1994,6401,10149,130,29217,323,648
THA,1995,6662,10412,258,32126,345,690
THA,1996,6816,10429,100,34153,361,711
THA,1997,6068,9921,212,31027,332,744
THA,1998,6008,9923,1,28653,321,638
THA,1999,6331,9758,24,29536,340,670
THA,2000,6403,9401,109,28444,339,673
THA,2001,6431,8890,222,27049,328,666
THA,2002,6619,8626,190,27091,331,688
THA,2003,6444,8366,9,26355,326,694
THA,2004,5879,7323,8375,24510,290,651
THA,2005,5557,6608,68,22708,261,613
THA,2006,5500,6249,298,21594,250,622
THA,2007,5473,6019,53,20880,242,635
THA,2008,5391,5662,39,20629,232,641
THA,2009,5290,5266,18,20110,219,706
THA,2010,5255,5154,297,20167,213,652
THA,2011,5146,5100,796,19972,205,651
THA,2012,5009,5127,141,19786,199,652
THA,2013,4819,5050,85,19174,191,682
THA,2014,4654,4164,33,19246,151,647
THA,2015,4613,4167,4,19379,153,657
THA,2016,4744,4164,33,19839,157,693
THA,2017,4643,4118,150,19726,156,676
THA,2018,4587,4097,0,19589,156,683
THA,2019,4519,4035,7,19541,155,687
TGO,1990,168,183,0,835,69,98
TGO,1991,185,224,0,864,72,101
TGO,1992,173,206,0,891,75,104
TGO,1993,184,221,0,925,78,108
TGO,1994,183,235,0,957,81,111
TGO,1995,192,250,3,982,84,114
TGO,1996,181,265,0,1008,85,117
TGO,1997,188,281,0,1044,87,119
TGO,1998,178,300,0,1075,89,121
TGO,1999,185,312,0,1082,89,122
TGO,2000,171,324,0,1098,90,123
TGO,2001,162,336,0,1117,90,123
TGO,2002,182,347,0,1162,94,128
TGO,2003,181,356,0,1192,95,128
TGO,2004,173,359,0,1193,94,128
TGO,2005,165,368,0,1210,94,129
TGO,2006,160,379,0,1228,95,130
TGO,2007,167,393,41,1256,96,131
TGO,2008,171,413,6,1307,99,136
TGO,2009,178,437,0,1351,102,141
TGO,2010,175,454,22,1367,103,143
TGO,2011,172,464,0,1379,104,145
TGO,2012,168,468,0,1364,103,145
TGO,2013,155,475,0,1356,102,144
TGO,2014,167,492,0,1377,103,147
TGO,2015,156,505,0,1387,103,148
TGO,2016,159,527,0,1425,105,151
TGO,2017,155,543,0,1460,106,153
TGO,2018,149,550,0,1452,104,152
TGO,2019,147,559,0,1453,104,153
TKL,1990,0,0,0,0,0,0
TKL,1991,0,0,0,0,0,0
TKL,1992,0,0,0,0,0,0
TKL,1993,0,0,0,0,0,0
TKL,1994,0,0,0,0,0,0
TKL,1995,0,0,0,0,0,0
TKL,1996,0,0,0,0,0,0
TKL,1997,0,0,0,0,0,0
TKL,1998,0,0,0,0,0,0
TKL,1999,0,0,0,0,0,0
TKL,2000,0,0,0,0,0,0
